Pallet: "balances", Extrinsic: "set_balance", Steps: 100, Repeat: 10
E,U,time
501,505,110000
501,505,117000
501,505,114000
501,505,113000
501,514,104000
501,514,111000
501,514,113000
501,514,111000
501,514,108000
501,514,111000
501,514,106000
501,514,112000
501,514,130000
501,514,110000
501,523,207000
501,523,111000
501,523,106000
501,523,106000
501,523,112000
501,523,113000
501,523,110000
501,523,111000
501,523,108000
501,523,114000
501,532,112000
501,532,109000
501,532,111000
501,532,111000
501,532,112000
501,532,109000
501,532,116000
501,532,111000
501,532,105000
501,532,111000
501,541,104000
501,541,114000
501,541,109000
501,541,114000
501,541,113000
501,541,107000
501,541,110000
501,541,109000
501,541,111000
501,541,111000
501,550,108000
501,550,126000
501,550,112000
501,550,107000
501,550,106000
501,550,103000
501,550,103000
501,550,111000
501,550,147000
501,550,115000
501,559,116000
501,559,110000
501,559,104000
501,559,100000
501,559,117000
501,559,124000
501,559,114000
501,559,103000
501,559,115000
501,559,113000
501,568,110000
501,568,108000
501,568,109000
501,568,113000
501,568,120000
501,568,105000
501,568,124000
501,568,110000
501,568,114000
501,568,116000
501,577,109000
501,577,114000
501,577,112000
501,577,111000
501,577,110000
501,577,112000
501,577,111000
501,577,116000
501,577,108000
501,577,111000
501,586,109000
501,586,147000
501,586,129000
501,586,111000
501,586,102000
501,586,103000
501,586,115000
501,586,113000
501,586,108000
501,586,110000
501,595,111000
501,595,108000
501,595,111000
501,595,112000
501,595,114000
501,595,112000
501,595,110000
501,595,110000
501,595,110000
501,595,206000
501,604,111000
501,604,108000
501,604,113000
501,604,110000
501,604,111000
501,604,113000
501,604,127000
501,604,110000
501,604,131000
501,604,109000
501,613,117000
501,613,111000
501,613,102000
501,613,111000
501,613,113000
501,613,109000
501,613,112000
501,613,113000
501,613,115000
501,613,101000
501,622,112000
501,622,109000
501,622,109000
501,622,111000
501,622,112000
501,622,110000
501,622,112000
501,622,113000
501,622,111000
501,622,110000
501,631,110000
501,631,113000
501,631,110000
501,631,114000
501,631,109000
501,631,107000
501,631,120000
501,631,112000
501,631,110000
501,631,112000
501,640,104000
501,640,113000
501,640,115000
501,640,113000
501,640,111000
501,640,112000
501,640,112000
501,640,115000
501,640,125000
501,640,112000
501,649,116000
501,649,113000
501,649,111000
501,649,111000
501,649,110000
501,649,111000
501,649,112000
501,649,111000
501,649,111000
501,649,103000
501,658,109000
501,658,111000
501,658,112000
501,658,114000
501,658,110000
501,658,113000
501,658,110000
501,658,111000
501,658,106000
501,658,113000
501,667,111000
501,667,112000
501,667,110000
501,667,111000
501,667,111000
501,667,113000
501,667,109000
501,667,110000
501,667,108000
501,667,109000
501,676,112000
501,676,104000
501,676,112000
501,676,104000
501,676,113000
501,676,111000
501,676,108000
501,676,113000
501,676,163000
501,676,111000
501,685,106000
501,685,116000
501,685,116000
501,685,114000
501,685,103000
501,685,117000
501,685,105000
501,685,114000
501,685,103000
501,685,110000
501,694,114000
501,694,121000
501,694,112000
501,694,112000
501,694,111000
501,694,113000
501,694,112000
501,694,114000
501,694,109000
501,694,111000
501,703,111000
501,703,115000
501,703,105000
501,703,115000
501,703,111000
501,703,113000
501,703,111000
501,703,109000
501,703,112000
501,703,110000
501,712,114000
501,712,112000
501,712,113000
501,712,111000
501,712,106000
501,712,109000
501,712,130000
501,712,111000
501,712,112000
501,712,112000
501,721,111000
501,721,110000
501,721,108000
501,721,114000
501,721,111000
501,721,111000
501,721,113000
501,721,110000
501,721,111000
501,721,116000
501,730,111000
501,730,110000
501,730,111000
501,730,110000
501,730,111000
501,730,112000
501,730,110000
501,730,104000
501,730,112000
501,730,116000
501,739,105000
501,739,112000
501,739,104000
501,739,111000
501,739,118000
501,739,112000
501,739,112000
501,739,113000
501,739,112000
501,739,109000
501,748,113000
501,748,111000
501,748,111000
501,748,111000
501,748,113000
501,748,113000
501,748,111000
501,748,111000
501,748,114000
501,748,112000
501,757,112000
501,757,112000
501,757,110000
501,757,111000
501,757,111000
501,757,115000
501,757,110000
501,757,111000
501,757,110000
501,757,112000
501,766,104000
501,766,113000
501,766,103000
501,766,113000
501,766,113000
501,766,104000
501,766,112000
501,766,112000
501,766,112000
501,766,112000
501,775,111000
501,775,111000
501,775,113000
501,775,112000
501,775,112000
501,775,113000
501,775,111000
501,775,111000
501,775,111000
501,775,111000
501,784,111000
501,784,114000
501,784,111000
501,784,109000
501,784,114000
501,784,113000
501,784,107000
501,784,112000
501,784,104000
501,784,112000
501,793,105000
