Pallet: "offences", Extrinsic: "report_offence_babe", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
r,n,extrinsic_time,storage_root_time
18,16,594040,160125
18,16,593768,160557
18,16,585523,160207
18,16,589931,160102
18,16,599550,161361
18,16,596933,160130
18,16,588612,159347
18,16,597699,161201
18,16,595297,159061
18,16,595377,160592
18,16,591158,160725
19,16,595347,160113
19,16,595733,160565
19,16,594845,162929
19,16,585040,161556
19,16,591995,160081
19,16,593756,162549
19,16,594497,159395
19,16,597040,158870
19,16,595596,162181
19,16,592094,159112
19,16,593630,162204
19,16,589256,162132
19,16,594603,159922
19,16,591626,159011
19,16,592771,164035
19,16,592478,159365
19,16,592709,161107
19,16,597090,190996
19,16,594853,159085
19,16,594352,159640
20,16,596248,163181
20,16,595962,160411
20,16,597531,160296
20,16,596735,188545
20,16,594957,159116
20,16,595685,160922
20,16,594459,161809
20,16,597556,159561
20,16,598903,161139
20,16,596917,163691
20,16,600780,160528
20,16,599357,159657
20,16,595064,162339
20,16,597947,161487
20,16,597205,159713
20,16,600508,162652
20,16,598739,159207
20,16,597438,159827
20,16,594815,162929
20,16,600281,160210
21,16,598162,160986
21,16,599513,164547
21,16,596070,160255
21,16,596702,160342
21,16,597630,163561
21,16,599334,160149
21,16,596030,159552
21,16,600529,162889
21,16,598593,159546
21,16,599542,159984
21,16,593380,164255
21,16,595197,162199
21,16,597557,158933
21,16,597637,162204
21,16,599045,160208
21,16,599923,162776
21,16,596379,192654
21,16,598333,160997
21,16,591122,160346
21,16,597378,161677
22,16,595498,160687
22,16,596946,159421
22,16,593851,162395
22,16,596636,159667
22,16,598457,160281
22,16,594588,163607
22,16,595205,159868
22,16,592056,159781
22,16,598777,178868
22,16,596453,159977
22,16,598587,160392
22,16,595798,189699
22,16,594714,160771
22,16,596214,160555
22,16,595831,162456
22,16,588443,159650
22,16,595323,161348
22,16,596379,163942
22,16,595314,161349
22,16,597252,159585
23,16,595268,167453
23,16,594382,158773
23,16,598518,160404
23,16,597749,164239
23,16,597687,160183
23,16,598109,160141
23,16,588110,162745
23,16,595161,159703
23,16,586741,160676
23,16,595690,163521
23,16,596561,160013
23,16,590218,159019
23,16,595754,195251
23,16,600331,161818
23,16,599375,161352
23,16,597375,189860
23,16,588994,162307
23,16,599686,159819
23,16,599107,194940
23,16,599811,158318
24,16,596851,161292
24,16,596843,162149
24,16,590776,160337
24,16,598124,161813
24,16,591883,162834
24,16,597746,161298
24,16,588430,160131
24,16,597205,163076
24,16,591280,159886
24,16,599395,160819
24,16,597180,162657
24,16,599513,160800
24,16,593149,161572
24,16,593100,162201
24,16,596945,160677
24,16,596003,160477
24,16,588288,162171
24,16,586022,160263
24,16,597203,159147
24,16,596794,162332
25,16,599816,159912
25,16,596429,160249
25,16,598574,164232
25,16,599430,160660
25,16,600998,160429
25,16,593070,163939
25,16,595726,160171
25,16,597772,161761
25,16,594074,163576
25,16,592291,160224
25,16,589000,160628
25,16,595657,165059
25,16,586295,160905
25,16,595254,160931
25,16,595024,189993
25,16,595296,159687
25,16,595517,162564
25,16,598720,160733
25,16,597281,162179
25,16,601066,161811
26,16,592849,160038
26,16,594757,162213
26,16,585842,159696
26,16,596218,159951
26,16,595762,161125
26,16,595833,160878
26,16,599237,160816
26,16,591211,159449
26,16,600743,161590
26,16,601363,159819
26,16,599738,160360
26,16,597278,160803
26,16,599065,160943
26,16,594302,161165
26,16,592236,162533
26,16,594530,160420
26,16,594612,160553
26,16,595807,161735
26,16,602193,160277
26,16,599610,162098
27,16,600032,160981
27,16,601953,162671
27,16,591153,161363
27,16,598748,161311
27,16,638749,163433
27,16,599451,161021
27,16,594090,160098
27,16,602535,161693
27,16,596274,161201
27,16,597315,159769
27,16,603759,159633
27,16,594650,159845
27,16,596286,160421
27,16,598320,161305
27,16,599893,159247
27,16,595965,161219
27,16,624330,160717
27,16,601633,159271
27,16,604084,158931
27,16,603033,162790
28,16,596979,159147
28,16,594599,160436
28,16,603135,160622
28,16,591773,159305
28,16,595252,161312
28,16,603683,161827
28,16,594998,160363
28,16,597789,160585
28,16,602673,161022
28,16,594135,159483
28,16,601415,159249
28,16,603806,161502
28,16,598216,159173
28,16,597619,158559
28,16,594368,160068
28,16,594844,159247
28,16,592611,159013
28,16,604105,159702
28,16,594419,161302
28,16,601451,158576
29,16,604584,160178
29,16,599860,159763
29,16,598416,161026
29,16,603364,161056
29,16,595051,160594
29,16,599140,160686
29,16,603459,161891
29,16,597934,161637
29,16,598914,161303
29,16,601585,161361
29,16,597910,161673
29,16,597955,161523
29,16,603409,161103
29,16,597680,162884
29,16,598377,162056
29,16,601297,160932
29,16,599576,161129
29,16,599309,160296
29,16,589532,160944
29,16,594423,160757
30,16,597908,163037
30,16,599148,161937
30,16,595146,159927
30,16,600874,159332
30,16,601422,161853
30,16,601383,161933
30,16,593967,160256
30,16,601877,161801
30,16,595582,159797
30,16,597481,160437
30,16,600034,161413
30,16,597081,161424
30,16,597913,162128
30,16,602679,161514
30,16,595016,160608
30,16,587110,161612
30,16,601576,161144
30,16,597689,160655
30,16,597977,161417
30,16,606163,161572
31,16,595572,160835
31,16,598299,159857
31,16,600199,161636
31,16,601994,160861
31,16,599215,161431
31,16,601149,161032
31,16,586133,160870
31,16,595600,159290
31,16,599355,160500
31,16,601097,160606
31,16,597946,162019
31,16,597798,161202
31,16,594226,160695
31,16,594686,161322
31,16,599120,160242
31,16,594964,159989
31,16,597294,160831
31,16,600007,160075
31,16,599339,159971
31,16,601162,159566
32,16,594326,160591
32,16,595469,161053
32,16,596456,161625
32,16,597228,162186
32,16,596567,162033
32,16,594575,160124
32,16,589909,160189
32,16,599930,160722
32,16,596415,161272
32,16,599160,161477
32,16,598985,161200
32,16,599090,161373
32,16,595159,161599
32,16,600714,160684
32,16,600692,160864
32,16,597805,161414
32,16,603131,160747
32,16,592356,160734
32,16,599730,162094
32,16,600610,159552
33,16,598208,162409
33,16,600458,161259
33,16,602322,161446
33,16,602098,160815
33,16,599701,161629
33,16,601197,160416
33,16,596082,160093
33,16,595785,160199
33,16,593599,161189
33,16,598075,161719
33,16,595965,161539
33,16,596704,161124
33,16,596959,161263
33,16,595237,160818
33,16,598906,160929
33,16,596706,162069
33,16,599193,161764
33,16,597988,163946
33,16,601682,163223
33,16,602903,162066
34,16,598467,164405
34,16,592077,160098
34,16,596936,161389
34,16,597907,165712
34,16,591181,161611
34,16,599511,162170
34,16,598499,163693
34,16,592727,162259
34,16,599224,161216
34,16,599538,165659
34,16,596905,162894
34,16,599814,160034
34,16,604042,162281
34,16,601488,161628
34,16,597494,160458
34,16,603793,161891
34,16,595428,160660
34,16,594584,160716
34,16,598503,162842
34,16,599157,160576
35,16,598601,160779
35,16,603896,162442
35,16,598479,159800
35,16,599366,161434
35,16,604763,162755
35,16,601058,161177
35,16,599409,161073
35,16,629293,160112
35,16,592047,160103
35,16,595079,160249
35,16,596164,160338
35,16,600150,160692
35,16,599021,160604
35,16,600945,161019
35,16,601406,160687
35,16,593827,161380
35,16,598910,161993
35,16,597818,162312
35,16,597496,160872
35,16,597717,161804
36,16,586325,160985
36,16,596139,162145
36,16,603542,161444
36,16,591034,160156
36,16,601772,160213
36,16,602856,161964
36,16,598998,159630
36,16,600867,162053
36,16,602278,161426
36,16,601769,161057
36,16,598395,162091
36,16,602713,161319
36,16,596007,161619
36,16,599966,161969
36,16,602132,161548
36,16,599369,162658
36,16,598297,161837
36,16,594956,161380
36,16,594510,160297
36,16,587135,162192
37,16,595477,161571
37,16,600109,159836
37,16,599206,162364
37,16,598240,161481
37,16,598948,160423
37,16,601877,161825
37,16,592272,159711
37,16,592052,161262
37,16,598140,161498
37,16,592161,161834
37,16,602652,161726
37,16,592016,162492
37,16,601406,161305
37,16,600527,161362
37,16,600849,163051
37,16,600471,161397
37,16,596210,161758
37,16,596124,163011
37,16,588574,162618
37,16,601216,160985
38,16,597596,160894
38,16,599175,161577
38,16,591512,160352
38,16,600806,161370
38,16,592158,160709
38,16,598054,161841
38,16,598599,161590
38,16,602309,159393
38,16,598197,160652
38,16,600660,160646
38,16,593072,161448
38,16,600834,161921
38,16,599044,160923
38,16,601784,161432
38,16,599365,160315
38,16,602505,162009
38,16,598511,163500
38,16,598833,160777
38,16,592491,161305
38,16,594721,162733
39,16,595645,160625
39,16,599768,161359
39,16,598861,162249
39,16,595831,162717
39,16,595985,163119
39,16,594888,163532
39,16,588355,164512
39,16,601072,162931
39,16,591189,161660
39,16,597383,164422
39,16,597577,163767
39,16,597700,160867
39,16,599949,164283
39,16,601154,160832
39,16,598567,160191
39,16,599821,163972
39,16,599335,161241
39,16,601188,162531
39,16,604657,162153
39,16,601147,162729
40,16,595476,161123
40,16,598157,162039
40,16,601050,159818
40,16,599892,161282
40,16,601317,162211
40,16,600804,161825
40,16,598673,160438
40,16,596632,162388
40,16,601120,160511
40,16,597012,159720
40,16,601001,161062
40,16,593666,160261
40,16,596647,161243
40,16,602391,162214
40,16,597189,162255
40,16,597839,162662
40,16,604230,161660
40,16,600676,161923
40,16,597339,160972
40,16,602076,161153
41,16,590002,161540
41,16,600275,162222
41,16,601392,161782
41,16,601665,160578
41,16,601896,161399
41,16,602567,162533
41,16,600364,162551
41,16,589284,162361
41,16,604316,162036
41,16,598514,161362
41,16,593867,161124
41,16,616363,162567
41,16,600520,160436
41,16,599517,160953
41,16,601799,161432
41,16,599055,162643
41,16,601584,160198
41,16,596076,161200
41,16,600066,162404
41,16,601259,161673
42,16,601601,160724
42,16,602541,160287
42,16,602906,161960
42,16,604709,161129
42,16,603615,160778
42,16,600919,162050
42,16,605661,161785
42,16,603070,160871
42,16,602575,163129
42,16,604668,161751
42,16,600756,160942
42,16,602979,162832
42,16,599438,162367
42,16,605728,178152
42,16,604801,161525
42,16,599354,160618
42,16,601912,163808
42,16,603943,161277
42,16,601054,162786
42,16,620235,174258
43,16,603980,160676
43,16,600589,162314
43,16,596443,163639
43,16,601327,161482
43,16,602664,162023
43,16,607966,162183
43,16,605508,161132
43,16,600026,162040
43,16,606361,162925
43,16,598880,160475
43,16,598652,160576
43,16,609658,161438
43,16,603633,161274
43,16,603189,161963
43,16,606594,162182
43,16,603908,160405
43,16,602767,160491
43,16,605673,162288
43,16,607124,160829
43,16,599350,160649
44,16,614938,160814
44,16,598595,163290
44,16,600678,162065
44,16,602001,162181
44,16,602285,162116
44,16,600708,162703
44,16,598612,162323
44,16,601333,162207
44,16,605388,163801
44,16,606613,162110
44,16,602932,163507
44,16,598819,161501
44,16,601549,161150
44,16,602513,162911
44,16,603972,161882
44,16,604382,164473
44,16,599211,161481
44,16,603867,160731
44,16,600318,162437
44,16,603321,161784
45,16,604014,162441
45,16,602670,161833
45,16,604021,163850
45,16,596555,161709
45,16,605718,161343
45,16,600823,164632
45,16,596800,162338
45,16,605160,161252
45,16,607047,161576
45,16,606340,160888
45,16,606145,161653
45,16,610067,162475
45,16,605702,162299
45,16,602732,161784
45,16,603687,163125
45,16,604378,161125
45,16,601388,163292
45,16,603166,163446
45,16,603549,160252
45,16,600284,162250
46,16,593762,160956
46,16,598206,160606
46,16,602139,161184
46,16,607024,162981
46,16,599822,163246
46,16,601179,162857
46,16,634323,161372
46,16,601757,162771
46,16,603004,161226
46,16,602965,163323
46,16,602937,161535
46,16,601141,161423
46,16,603559,162656
46,16,599525,162538
46,16,604016,162986
46,16,605579,162072
46,16,601949,161747
46,16,590810,161378
46,16,603319,161107
46,16,602533,162391
47,16,602518,161513
47,16,603365,161406
47,16,604584,162611
47,16,601833,162040
47,16,603850,160952
47,16,606829,162163
47,16,599203,161551
47,16,602033,161124
47,16,603611,164636
47,16,597215,161233
47,16,602614,162027
47,16,605283,165980
47,16,603342,161208
47,16,599956,162656
47,16,606779,161869
47,16,607473,160746
47,16,596905,162265
47,16,606236,162270
47,16,607061,160558
47,16,600192,161605
48,16,601507,162025
48,16,604107,160817
48,16,606767,161682
48,16,595634,162257
48,16,603142,160654
48,16,605257,160709
48,16,606124,160780
48,16,603598,159778
48,16,606245,161438
48,16,605109,161696
48,16,605027,161448
48,16,602742,164050
48,16,605705,163137
48,16,603570,161712
48,16,599163,161537
48,16,593813,162154
48,16,603260,160928
48,16,604525,161065
48,16,604703,161572
48,16,599634,161661
49,16,607065,162596
49,16,598213,163660
49,16,605517,161581
49,16,602383,161533
49,16,604230,163054
49,16,602408,160328
49,16,604116,161153
49,16,605484,162411
49,16,608075,164187
49,16,604538,162973
49,16,604755,162257
49,16,601737,163507
49,16,605160,162318
49,16,608831,164420
49,16,600819,165945
49,16,605205,162083
49,16,602204,161570
49,16,603281,165220
49,16,601688,162200
49,16,603877,164827
50,16,606373,163206
50,16,595230,162046
50,16,604145,161744
50,16,606288,163358
50,16,603602,162458
50,16,603356,161694
50,16,603991,161772
50,16,601162,162286
50,16,595541,162066
50,16,608125,162134
50,16,603253,161198
50,16,606729,161820
50,16,631796,162265
50,16,605120,161296
50,16,604945,162226
50,16,598022,163613
50,16,594487,164010
50,16,604446,161222
50,16,596423,162839
50,16,593868,161244
51,16,605895,163993
51,16,603254,163363
51,16,603779,161863
51,16,604432,163100
51,16,605473,162619
51,16,604716,162014
51,16,605187,160838
51,16,608067,163009
51,16,602081,162065
51,16,605605,161947
51,16,605092,162787
51,16,607136,161990
51,16,604321,161703
51,16,591988,161954
51,16,596983,162272
51,16,599394,162043
51,16,600349,162248
51,16,599123,166829
51,16,605580,161729
51,16,600923,162507
52,16,601550,161679
52,16,602321,161421
52,16,601033,163181
52,16,608526,163294
52,16,602688,162693
52,16,600930,160686
52,16,603817,161701
52,16,603001,161145
52,16,605248,163702
52,16,605839,163118
52,16,601289,162636
52,16,603919,162335
52,16,607428,162636
52,16,603659,161954
52,16,605688,163035
52,16,607053,162118
52,16,602167,162526
52,16,603474,162109
52,16,601218,162332
52,16,601118,161330
53,16,599686,164115
53,16,605367,163572
53,16,604705,162724
53,16,601355,161930
53,16,603977,162648
53,16,603562,161958
53,16,606295,163606
53,16,601529,164844
53,16,597919,162702
53,16,603942,161485
53,16,603011,163117
53,16,606404,162209
53,16,600418,163689
53,16,604164,162444
53,16,604944,163098
53,16,604166,161977
53,16,602140,163359
53,16,598088,166417
53,16,601094,163399
53,16,600007,164201
54,16,601289,166196
54,16,601203,163163
54,16,596258,161961
54,16,604179,164546
54,16,600616,164947
54,16,606080,162603
54,16,634122,164290
54,16,604386,163509
54,16,605578,164162
54,16,608637,163234
54,16,603693,163477
54,16,607311,161926
54,16,637480,164786
54,16,605270,162209
54,16,603221,162743
54,16,609158,164162
54,16,604599,163228
54,16,597134,163108
54,16,596658,163409
54,16,605780,162473
55,16,606046,161734
55,16,605159,162817
55,16,598510,164419
55,16,600766,162445
55,16,606469,162648
55,16,602183,162532
55,16,593597,162085
55,16,602274,163565
55,16,602378,162676
55,16,608425,164553
55,16,600241,163792
55,16,603124,163733
55,16,602244,163880
55,16,605018,162397
55,16,603469,165587
55,16,597478,162688
55,16,606665,162620
55,16,607712,161715
55,16,601806,161991
55,16,604333,162560
56,16,602302,163289
56,16,602626,162215
56,16,607340,162161
56,16,609965,163147
56,16,605770,163992
56,16,606218,162020
56,16,609423,164662
56,16,606425,163632
56,16,607823,162605
56,16,608852,163285
56,16,599986,162632
56,16,605273,163629
56,16,610219,162455
56,16,603563,161938
56,16,604803,163244
56,16,606118,162483
56,16,605952,161829
56,16,604046,163295
56,16,606023,163470
56,16,604847,164319
57,16,605016,163764
57,16,604948,164747
57,16,604734,162466
57,16,604824,163090
57,16,599317,163977
57,16,600939,163300
57,16,603212,163177
57,16,603735,162510
57,16,604089,165909
57,16,605326,163518
57,16,605867,163655
57,16,603423,168744
57,16,604515,164574
57,16,607819,161474
57,16,608847,162809
57,16,597970,164971
57,16,604260,165843
57,16,602308,162270
57,16,605077,161837
57,16,604095,161819
58,16,609913,163096
58,16,608302,162238
58,16,603250,162030
58,16,633731,161807
58,16,603855,161574
58,16,603129,161808
58,16,603714,162366
58,16,604031,161970
58,16,603983,163765
58,16,606871,163446
58,16,605515,161908
58,16,603459,164518
58,16,604701,161518
58,16,597545,163166
58,16,604115,164338
58,16,607291,163989
58,16,602049,164254
58,16,604243,163544
58,16,600471,164427
58,16,603304,163502
59,16,600692,164677
59,16,602603,163141
59,16,604394,165579
59,16,601390,163506
59,16,606537,162529
59,16,608013,162193
59,16,594824,162970
59,16,601012,162529
59,16,608686,162870
59,16,605403,162374
59,16,606631,163844
59,16,604508,162217
59,16,601184,162633
59,16,604838,163805
59,16,614456,162513
59,16,596317,161553
59,16,598449,162238
59,16,603514,162089
59,16,598607,162434
59,16,607423,162604
60,16,607597,162755
60,16,604777,162222
60,16,609115,162344
60,16,605114,164594
60,16,594796,162909
60,16,595455,163711
60,16,605488,163196
60,16,604203,162670
60,16,600004,163623
60,16,602504,162613
60,16,605259,161991
60,16,606928,162685
60,16,601265,162339
60,16,602782,164433
60,16,599597,164944
60,16,606092,161521
60,16,608179,164740
60,16,606150,163424
60,16,601509,160827
60,16,614875,161659
61,16,600913,163472
61,16,605428,162771
61,16,613344,162600
61,16,601301,162899
61,16,599607,164144
61,16,601706,164878
61,16,605717,162657
61,16,600586,165911
61,16,611751,163199
61,16,604717,163079
61,16,606463,163323
61,16,603442,162975
61,16,603021,163663
61,16,604755,163146
61,16,604641,162174
61,16,601074,164470
61,16,606102,164202
61,16,601415,162823
61,16,606546,162668
61,16,607521,162370
62,16,596640,163388
62,16,603984,164204
62,16,607133,163879
62,16,606608,162052
62,16,606581,167791
62,16,606950,163628
62,16,601681,162238
62,16,609707,163588
62,16,601309,162983
62,16,608268,163546
62,16,632174,163379
62,16,603740,163671
62,16,604267,163657
62,16,610359,163235
62,16,602300,162304
62,16,604414,164155
62,16,605911,163940
62,16,607627,162732
62,16,606869,163204
62,16,601161,162821
63,16,604488,163243
63,16,609228,163174
63,16,605305,162869
63,16,606708,163467
63,16,610388,162170
63,16,606326,162754
63,16,597220,163520
63,16,607100,164332
63,16,608697,163463
63,16,607179,164474
63,16,607302,164489
63,16,608056,164420
63,16,605772,167855
63,16,606561,163453
63,16,599745,162697
63,16,605547,165790
63,16,604288,162939
63,16,608346,162987
63,16,610024,162865
63,16,607313,164398
64,16,600653,164620
64,16,610777,163824
64,16,594205,163880
64,16,600814,164543
64,16,610029,165546
64,16,605666,163720
64,16,606363,164849
64,16,610842,163527
64,16,596080,164839
64,16,604586,163487
64,16,603771,164421
64,16,603583,163562
64,16,599268,162369
64,16,602220,164051
64,16,603513,162433
64,16,605323,164268
64,16,606300,162493
64,16,606854,161478
64,16,604812,162139
64,16,602621,162740
65,16,606169,162966
65,16,608881,162639
65,16,604370,164257
65,16,606198,193051
65,16,605619,162083
65,16,606369,162407
65,16,599564,164747
65,16,610435,162043
65,16,603084,162040
65,16,609140,164129
65,16,606342,163538
65,16,594710,163626
65,16,635465,165717
65,16,598757,163039
65,16,605376,163850
65,16,610220,162910
65,16,604039,162945
65,16,607719,163424
65,16,606512,163040
65,16,607746,161917
66,16,601537,163125
66,16,609631,163937
66,16,610648,164845
66,16,611458,163888
66,16,607653,163360
66,16,598636,163012
66,16,601546,163794
66,16,610096,164935
66,16,609727,166556
66,16,609483,162899
66,16,606274,163592
66,16,611547,163184
66,16,606998,164311
66,16,612136,163533
66,16,610703,164397
66,16,608100,163537
66,16,607046,164295
66,16,603024,162617
66,16,605683,163931
66,16,606258,163418
67,16,611548,163727
67,16,607641,164151
67,16,599697,163932
67,16,608919,164957
67,16,608855,162515
67,16,602888,163516
67,16,607059,164841
67,16,608038,162739
67,16,607347,162587
67,16,610270,163019
67,16,608744,162253
67,16,599533,163671
67,16,607864,164267
67,16,609265,162438
67,16,606158,164546
67,16,607672,165039
67,16,606932,163515
67,16,608381,162189
67,16,608755,164216
67,16,610013,168121
68,16,602140,164957
68,16,607790,163831
68,16,607356,163443
68,16,610109,164164
68,16,608174,163311
68,16,610434,164078
68,16,607248,163818
68,16,604945,163569
68,16,607439,163188
68,16,606869,162771
68,16,607885,163522
68,16,610865,164478
68,16,634758,163034
68,16,607956,163535
68,16,611525,164505
68,16,608525,163253
68,16,602864,162764
68,16,612039,163226
68,16,606467,164483
68,16,610615,164180
69,16,607349,163815
69,16,607749,164688
69,16,606500,164212
69,16,608880,164905
69,16,613422,166301
69,16,610617,164650
69,16,605496,164013
69,16,635560,164708
69,16,609533,163722
69,16,608555,164927
69,16,610607,163116
69,16,605727,163954
69,16,608966,163994
69,16,612121,162851
69,16,606558,163909
69,16,596838,164129
69,16,611610,166042
69,16,607662,164576
69,16,607471,163978
69,16,608168,163817
70,16,606256,163943
70,16,608890,163381
70,16,605518,164993
70,16,608596,163070
70,16,608193,164471
