Pallet: "offences", Extrinsic: "report_offence_im_online", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
r,o,n,extrinsic_time,storage_root_time
20,100,16,97181590,10987252
20,100,16,97229765,11012339
20,100,16,96609279,11002574
20,100,16,97257706,11086027
20,100,16,97424246,10994422
20,100,16,96980586,10978739
20,100,16,96693674,10992970
20,100,16,97470597,10968602
21,100,16,97657731,11040735
21,100,16,98331765,10999753
21,100,16,98114098,11007636
21,100,16,97791478,11018452
21,100,16,98297085,11067279
21,100,16,97477786,10963056
21,100,16,97439993,11070185
21,100,16,97420452,10982092
21,100,16,97374530,11040010
21,100,16,97373078,11018935
21,100,16,97520508,11081660
21,100,16,97697903,11040860
21,100,16,97598611,11014743
21,100,16,97364938,11096331
21,100,16,97655854,11004713
21,100,16,97524236,11005980
21,100,16,97965873,11114563
21,100,16,97635303,11059217
21,100,16,97580877,11016672
21,100,16,97815380,11008663
22,100,16,98540392,11038822
22,100,16,97897071,11017967
22,100,16,98320214,11065793
22,100,16,98393782,11032120
22,100,16,98135123,11066989
22,100,16,98855628,11039097
22,100,16,98613801,11040848
22,100,16,98042637,11026771
22,100,16,97777304,10991520
22,100,16,98704137,11005672
22,100,16,98135750,11074706
22,100,16,98211014,10997168
22,100,16,98075500,11026403
22,100,16,98336754,11025603
22,100,16,98511662,11054774
22,100,16,97936938,11109928
22,100,16,98998689,11014115
22,100,16,98294082,11031598
22,100,16,98250874,11076650
22,100,16,98257094,10988873
23,100,16,98970852,11039443
23,100,16,99835823,11008194
23,100,16,98969617,11067987
23,100,16,100435169,11243818
23,100,16,99394425,11037066
23,100,16,99617010,11051106
23,100,16,98825822,11054329
23,100,16,99192378,11033855
23,100,16,98600583,10993757
23,100,16,99336780,11030774
23,100,16,99086442,11035181
23,100,16,99718315,11076471
23,100,16,99259900,11055064
23,100,16,98981352,11062924
23,100,16,98502484,11012768
23,100,16,99018462,10980052
23,100,16,99122256,11004209
23,100,16,98999851,11022427
23,100,16,99611386,11014435
23,100,16,99258510,11011405
24,100,16,99686201,11087289
24,100,16,100153791,11097826
24,100,16,99480373,11037278
24,100,16,100258648,11022004
24,100,16,99425155,11050927
24,100,16,99403586,11057299
24,100,16,100053448,11024463
24,100,16,99864960,11036663
24,100,16,99500861,11007131
24,100,16,99340897,11111662
24,100,16,99366887,11043477
24,100,16,99499672,11026129
24,100,16,99769584,11085690
24,100,16,99969251,11072986
24,100,16,99640096,10999844
24,100,16,99594544,11106178
24,100,16,99591066,11075039
24,100,16,100505930,11090554
24,100,16,99504987,11015339
24,100,16,99628738,11007340
25,100,16,100612388,11011774
25,100,16,100585552,11055461
25,100,16,100472848,11053529
25,100,16,100392723,11055190
25,100,16,100406721,11065915
25,100,16,100326532,11027463
25,100,16,100517909,11112756
25,100,16,100208187,11074975
25,100,16,100572288,11061528
25,100,16,101295478,11089668
25,100,16,100809051,11081084
25,100,16,100717400,11061560
25,100,16,100413682,11111169
25,100,16,100544677,11062128
25,100,16,100498598,11047739
25,100,16,100637300,11057543
25,100,16,100997823,11022892
25,100,16,100465692,11088652
25,100,16,100654122,11033639
25,100,16,100298991,11135298
26,100,16,100955572,10997949
26,100,16,101207652,11065278
26,100,16,101091044,11026853
26,100,16,101815673,11103813
26,100,16,101251538,11079725
26,100,16,100996331,11092033
26,100,16,100823652,11064913
26,100,16,101468008,11082120
26,100,16,101373132,11026126
26,100,16,100462765,11021722
26,100,16,101332069,11086646
26,100,16,101563223,11102169
26,100,16,101619585,11123792
26,100,16,102355780,11018652
26,100,16,100933472,11036940
26,100,16,100994080,11020644
26,100,16,101398582,11013961
26,100,16,102036009,11045871
26,100,16,100703855,11139067
26,100,16,101403088,11042569
27,100,16,101964457,11029710
27,100,16,102108093,11032166
27,100,16,101883046,11015943
27,100,16,102068072,11076733
27,100,16,101827639,11032492
27,100,16,101474328,11116411
27,100,16,101568872,11061705
27,100,16,101775154,11047136
27,100,16,102196890,11118619
27,100,16,101326063,11034021
27,100,16,101605925,11054367
27,100,16,101689011,11055949
27,100,16,101713954,11049031
27,100,16,101588035,11078729
27,100,16,101754230,11023252
27,100,16,101689014,11029106
27,100,16,101560607,11095443
27,100,16,101367383,11060210
27,100,16,101398136,11074318
27,100,16,102384002,11032529
28,100,16,103207757,11122451
28,100,16,102381015,11027031
28,100,16,102614212,11059648
28,100,16,102418215,11107397
28,100,16,103528885,11102475
28,100,16,102264997,11064760
28,100,16,102695737,11078353
28,100,16,102900490,11086530
28,100,16,101997007,11097247
28,100,16,102026908,11039547
28,100,16,102242152,11054684
28,100,16,102521139,11090883
28,100,16,102793130,11040197
28,100,16,102295066,11101352
28,100,16,102492738,11107390
28,100,16,103051343,11110419
28,100,16,102617496,11098137
28,100,16,103163192,11064519
28,100,16,102279639,11066324
28,100,16,103285010,11074508
29,100,16,102842671,11085090
29,100,16,103542953,11079759
29,100,16,103693663,11107198
29,100,16,103786647,11149961
29,100,16,103354441,11103902
29,100,16,103867399,11121383
29,100,16,103374491,11104020
29,100,16,103018128,11073769
29,100,16,103301908,11098203
29,100,16,103656676,11055042
29,100,16,103743671,11048222
29,100,16,103233478,11116806
29,100,16,103393774,11114971
29,100,16,103352084,11130400
29,100,16,103283076,11089119
29,100,16,103067160,11097171
29,100,16,103006975,11077050
29,100,16,103189869,11063721
29,100,16,102685387,11171937
29,100,16,103188210,11059935
30,100,16,104435248,11110340
30,100,16,104054356,11104960
30,100,16,103617465,11107486
30,100,16,103281212,11121379
30,100,16,103791654,11148766
30,100,16,104124241,11144317
30,100,16,103341490,11103348
30,100,16,103582237,11099499
30,100,16,103256959,11055960
30,100,16,103783095,11111345
30,100,16,103649545,11120997
30,100,16,103517757,11118733
30,100,16,103302526,11114888
30,100,16,103835062,11130867
30,100,16,103373432,11050991
30,100,16,103303553,11121826
30,100,16,103841154,11146666
30,100,16,103372203,11153971
30,100,16,103551280,11134179
30,100,16,103404695,11086027
31,100,16,105152151,11161127
31,100,16,104487846,11092760
31,100,16,104779036,11100285
31,100,16,105438344,11121321
31,100,16,104747312,11065748
31,100,16,104348281,11075613
31,100,16,104381358,11113160
31,100,16,104138063,11142958
31,100,16,104385673,11125775
31,100,16,104673526,11145272
31,100,16,104861973,11090750
31,100,16,104417004,11130015
31,100,16,104681410,11129420
31,100,16,105276740,11090409
31,100,16,104628859,11113084
31,100,16,104378446,11075560
31,100,16,104509094,11113176
31,100,16,105028227,11181262
31,100,16,104067029,11101036
31,100,16,104324854,11066301
32,100,16,104991819,11127067
32,100,16,105079443,11095165
32,100,16,105213898,11096410
32,100,16,104785459,11069562
32,100,16,104792349,11095660
32,100,16,105257368,11147885
32,100,16,105492978,11119497
32,100,16,105601690,11202612
32,100,16,105576262,11129547
32,100,16,104979881,11166472
32,100,16,105572594,11092208
32,100,16,105038839,11096099
32,100,16,104839152,11119947
32,100,16,106208131,11106957
32,100,16,104509938,11095473
32,100,16,104708443,11127469
32,100,16,105907596,11071541
32,100,16,104938301,11129328
32,100,16,105655716,11468318
32,100,16,105169244,11100853
33,100,16,106328623,11118135
33,100,16,105520229,11170900
33,100,16,105823154,11165535
33,100,16,106482136,11156574
33,100,16,105401627,11152771
33,100,16,105927845,11158441
33,100,16,106636352,11140010
33,100,16,106347296,11210171
33,100,16,106293695,11154908
33,100,16,106026678,11162821
33,100,16,106055795,11160108
33,100,16,106070778,11071891
33,100,16,106225729,11140962
33,100,16,106090525,11158876
33,100,16,106080165,11100236
33,100,16,105790395,11116776
33,100,16,105711137,11132276
33,100,16,105712328,11127064
33,100,16,106304772,11119372
33,100,16,105277287,11152939
34,100,16,107047811,11149620
34,100,16,106391745,11145779
34,100,16,106468029,11122480
34,100,16,106662948,11144010
34,100,16,106710462,11160190
34,100,16,106936174,11160626
34,100,16,106654420,11130175
34,100,16,106569829,11174006
34,100,16,105988169,11110446
34,100,16,106021958,11159813
34,100,16,107081457,11176220
34,100,16,107124271,11360753
34,100,16,106636261,11134355
34,100,16,106751674,11077392
34,100,16,106470019,11151397
34,100,16,106199803,11146745
34,100,16,107149265,11150824
34,100,16,106865865,11169603
34,100,16,106519110,11107769
34,100,16,106732978,11141922
35,100,16,107434267,11142935
35,100,16,106924778,11143002
35,100,16,107585851,11198429
35,100,16,107399617,11194328
35,100,16,107214559,11202681
35,100,16,107428384,11110746
35,100,16,107166984,11201544
35,100,16,107970419,11123351
35,100,16,107423179,11176347
35,100,16,106772368,11166304
35,100,16,107898092,11135384
35,100,16,108013576,11156481
35,100,16,107073649,11167075
35,100,16,107161816,11135926
35,100,16,107862484,11142641
35,100,16,107111406,11123160
35,100,16,106938888,11140602
35,100,16,107125304,11229264
35,100,16,107375465,11108364
35,100,16,107548098,11151726
36,100,16,107880441,11168656
36,100,16,107611101,11137540
36,100,16,108252290,11140092
36,100,16,108137519,11209007
36,100,16,108253520,11163968
36,100,16,108006841,11161536
36,100,16,109776004,11880977
36,100,16,113072805,11969302
36,100,16,107574674,11159851
36,100,16,107535669,11140635
36,100,16,107784870,11168249
36,100,16,107645567,11150253
36,100,16,108211588,11157313
36,100,16,107515304,11144051
36,100,16,108015641,11165106
36,100,16,108203720,11145397
36,100,16,108296359,11173369
36,100,16,108181913,11122574
36,100,16,108002433,11117058
36,100,16,108014505,11917684
37,100,16,108966468,11180309
37,100,16,108683113,11130022
37,100,16,108017892,11138873
37,100,16,109024691,11142531
37,100,16,108756817,11180299
37,100,16,108854846,11218505
37,100,16,108711292,11201253
37,100,16,108909129,11191235
37,100,16,108317022,11141551
37,100,16,108262907,11181943
37,100,16,108226208,11154849
37,100,16,108805860,11169244
37,100,16,108312229,11161894
37,100,16,109183886,11227707
37,100,16,108873771,11174925
37,100,16,108877324,11213271
37,100,16,108815021,11150559
37,100,16,108584746,11169049
37,100,16,108192034,11197658
37,100,16,108168953,11168623
38,100,16,109207711,11212170
38,100,16,108979245,11232858
38,100,16,108935968,11336106
38,100,16,109519898,11172849
38,100,16,109001734,11202364
38,100,16,109293900,11146529
38,100,16,109005145,11219595
38,100,16,109589531,11206456
38,100,16,109417629,11223805
38,100,16,109338151,11205472
38,100,16,108949447,11166440
38,100,16,109176644,11222778
38,100,16,108855148,11161596
38,100,16,109546559,11159644
38,100,16,108913207,11205165
38,100,16,109660820,11264347
38,100,16,109631799,11204613
38,100,16,109105738,11173647
38,100,16,109687617,11204071
38,100,16,109458473,11191382
39,100,16,109980985,11213714
39,100,16,109680646,11210312
39,100,16,110275719,11189196
39,100,16,109887075,11145827
39,100,16,109738656,11220887
39,100,16,110086846,11103636
39,100,16,110057329,11188482
39,100,16,109819204,11178471
39,100,16,109717960,11216602
39,100,16,110376306,11196683
39,100,16,110076468,11248128
39,100,16,109652687,11200103
39,100,16,109283883,11170574
39,100,16,109472067,11177176
39,100,16,109728359,11215936
39,100,16,110086545,11123310
39,100,16,109616671,11224399
39,100,16,109662712,11184961
39,100,16,110211248,11198195
39,100,16,109608480,11154454
40,100,16,110956442,11209464
40,100,16,110614335,11258762
40,100,16,110738857,11178937
40,100,16,110614296,11188490
40,100,16,110510390,11168568
40,100,16,110672240,11189967
40,100,16,110210819,11171043
40,100,16,110670517,11179497
40,100,16,110865601,11227326
40,100,16,110732986,11182723
40,100,16,110013956,11189441
40,100,16,110359878,11150179
40,100,16,110980342,11135366
40,100,16,110277326,11200848
40,100,16,111324620,11296253
40,100,16,110477709,11172785
40,100,16,110865834,11184603
40,100,16,110457078,11181883
40,100,16,110692746,11160233
40,100,16,110834419,11120619
41,100,16,111521328,11207748
41,100,16,111347836,11227610
41,100,16,111184587,11201398
41,100,16,111688002,11189152
41,100,16,111160534,11201648
41,100,16,111538358,11242258
41,100,16,111736082,11253515
41,100,16,111344743,11269327
41,100,16,111562814,11197629
41,100,16,111452241,11198133
41,100,16,111994595,11211827
41,100,16,111472584,11212849
41,100,16,111570692,11221884
41,100,16,111618672,11195608
41,100,16,111919842,11185543
41,100,16,110922629,11210790
41,100,16,111119718,11216898
41,100,16,111082928,11228425
41,100,16,110996288,11237895
41,100,16,110869574,11231775
42,100,16,112192236,11204832
42,100,16,112471470,11212289
42,100,16,112488513,11212077
42,100,16,112279610,11198174
42,100,16,112793231,11280715
42,100,16,112101137,11232634
42,100,16,112455199,11214060
42,100,16,112108376,11226126
42,100,16,111993595,11152923
42,100,16,111921340,11232667
42,100,16,112460565,11199190
42,100,16,112873516,11553218
42,100,16,112163808,11249291
42,100,16,112467893,11262129
42,100,16,112227515,11247362
42,100,16,112141191,11203080
42,100,16,112122547,11208345
42,100,16,112204169,11242398
42,100,16,111549281,11188802
42,100,16,111778493,11281328
43,100,16,112620321,11231260
43,100,16,113301824,11204248
43,100,16,113173130,11238485
43,100,16,112728777,11159309
43,100,16,112203898,11221941
43,100,16,112384478,11202837
43,100,16,112381296,11222484
43,100,16,113003348,11210618
43,100,16,112532131,11223723
43,100,16,112363186,11345114
43,100,16,113051238,11267572
43,100,16,112948729,11269097
43,100,16,113079821,11292136
43,100,16,113250094,11239387
43,100,16,113780754,11221893
43,100,16,112639229,11216783
43,100,16,112550025,11220164
43,100,16,112452490,11245938
43,100,16,113521683,11212189
43,100,16,112796237,11249819
44,100,16,113821155,11179013
44,100,16,113661043,11179974
44,100,16,113099804,11207432
44,100,16,113417296,11218128
44,100,16,113460489,11206670
44,100,16,113232840,11210280
44,100,16,113550406,11207492
44,100,16,113368762,11248526
44,100,16,113195121,11226218
44,100,16,113776126,11238998
44,100,16,113024597,11193174
44,100,16,113474716,11187777
44,100,16,113308582,11204144
44,100,16,113703981,11228639
44,100,16,113647891,11245406
44,100,16,113261919,11202416
44,100,16,113311659,11207764
44,100,16,113657603,11226723
44,100,16,113980374,11229190
44,100,16,113499103,11238423
45,100,16,114409115,11209460
45,100,16,113876931,11235840
45,100,16,113796743,11215139
45,100,16,114511441,11229161
45,100,16,114155843,11217797
45,100,16,114658881,11238633
45,100,16,114242368,11261027
45,100,16,114146161,11225060
45,100,16,114096478,11262895
45,100,16,114430786,11230593
45,100,16,113923119,11215953
45,100,16,114547229,11233414
45,100,16,114671184,11230463
45,100,16,114541908,11213799
45,100,16,114364013,11281780
45,100,16,114553638,11224275
45,100,16,113604925,11192152
45,100,16,114171304,11292664
45,100,16,114340406,11193802
45,100,16,114535069,11234060
46,100,16,114840467,11253481
46,100,16,114239251,11243642
46,100,16,114793103,11284080
46,100,16,114505806,11310696
46,100,16,115056496,11228185
46,100,16,114274492,11277681
46,100,16,114924587,11213861
46,100,16,115067220,11219872
46,100,16,114369152,11256827
46,100,16,115260822,11273502
46,100,16,115024515,11334639
46,100,16,114630003,11276848
46,100,16,115030660,11272712
46,100,16,114518283,11289721
46,100,16,115114191,11247370
46,100,16,114951764,11204674
46,100,16,115356163,11265666
46,100,16,114829394,11206658
46,100,16,115337259,11266733
46,100,16,114999916,11218366
47,100,16,115372661,11264748
47,100,16,114980582,11216183
47,100,16,116117208,11264513
47,100,16,115687605,11248008
47,100,16,116000788,11309285
47,100,16,114861608,11251550
47,100,16,115325288,11265540
47,100,16,115080318,11244790
47,100,16,115246341,11251757
47,100,16,115011274,11189703
47,100,16,115254320,11211071
47,100,16,115695698,11289818
47,100,16,115342071,11222086
47,100,16,115627958,11243960
47,100,16,115296272,11258214
47,100,16,115299784,11285580
47,100,16,115843677,11274650
47,100,16,114772514,11280890
47,100,16,115501059,11231723
47,100,16,115269075,11268124
48,100,16,116084315,11259879
48,100,16,115987758,11311451
48,100,16,116659497,11524894
48,100,16,116353804,11247119
48,100,16,115951268,11259339
48,100,16,116216179,11219878
48,100,16,116414405,11269244
48,100,16,116236748,11275514
48,100,16,116486022,11252319
48,100,16,116429392,11229438
48,100,16,116285090,11250979
48,100,16,116459175,11245451
48,100,16,115854693,11255793
48,100,16,116307623,11227800
48,100,16,116200023,11236684
48,100,16,116215690,11257231
48,100,16,116355374,11262432
48,100,16,115987647,11273224
48,100,16,116244878,11286387
48,100,16,116222801,11293114
49,100,16,117124420,11300342
49,100,16,117789669,11266884
49,100,16,116449964,11290549
49,100,16,116383238,11299416
49,100,16,116995941,11275797
49,100,16,117364624,11319409
49,100,16,116734245,11301461
49,100,16,116434650,11278870
49,100,16,117372705,11298972
49,100,16,117331897,11269748
49,100,16,117222258,11310040
49,100,16,116711554,11304153
49,100,16,117079425,11322487
49,100,16,116635652,11295696
49,100,16,117490539,11281258
49,100,16,117197191,11276625
49,100,16,116850163,11289146
49,100,16,117143951,11297552
49,100,16,116955638,11297096
49,100,16,116835365,11245837
50,100,16,117376371,11303232
50,100,16,117630542,11239845
50,100,16,117912857,11291215
50,100,16,117369473,11278848
50,100,16,117464245,11294822
50,100,16,117458844,11264315
50,100,16,117929165,11287472
50,100,16,117533642,11270472
50,100,16,117801333,11285385
