Pallet: "identity", Extrinsic: "set_subs", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
p,s,extrinsic_time,storage_root_time
   91   100     626.4      0.69    0.1%
   92   100       629     1.107    0.1%
   93   100     629.9     0.933    0.1%
   94   100     633.5     1.072    0.1%
   95   100     635.7     0.739    0.1%
   96   100     638.3     1.598    0.2%
   97   100     641.3      1.02    0.1%
   98   100     642.9     1.018    0.1%
   99   100     650.7     1.658    0.2%
  100     1     287.2     0.722    0.2%
  100     2     290.7     0.881    0.3%
  100     3     294.4     0.708    0.2%
  100     4     297.9     0.591    0.1%
  100     5     301.9     0.829    0.2%
  100     6     305.6      0.78    0.2%
  100     7     308.7     0.829    0.2%
  100     8     313.3     0.645    0.2%
  100     9     316.3     0.754    0.2%
  100    10     320.5     0.437    0.1%
  100    11     323.6      0.49    0.1%
  100    12     327.1      0.69    0.2%
  100    13     331.6     0.819    0.2%
  100    14       335     0.552    0.1%
  100    15     338.3     0.534    0.1%
  100    16     341.8     1.074    0.3%
  100    17     344.3     0.998    0.2%
  100    18     348.5     0.865    0.2%
  100    19     352.8     0.181    0.0%
  100    20     356.4      0.86    0.2%
  100    21     360.3     0.995    0.2%
  100    22     363.8     0.577    0.1%
  100    23       367     0.802    0.2%
  100    24     371.6     0.569    0.1%
  100    25     374.9     1.017    0.2%
  100    26     379.2     0.574    0.1%
  100    27     382.2      0.61    0.1%
  100    28     384.9     0.862    0.2%
  100    29     388.8      0.99    0.2%
  100    30     393.7     0.749    0.1%
  100    31     394.9     1.667    0.4%
  100    32     398.8      0.99    0.2%
  100    33       404     1.325    0.3%
  100    34     406.6      1.12    0.2%
  100    35     411.5     0.717    0.1%
  100    36     415.9     0.772    0.1%
  100    37     419.2      1.18    0.2%
  100    38     421.8      0.93    0.2%
  100    39     424.5     1.255    0.2%
  100    40     429.6     0.427    0.0%
  100    41     432.7     1.105    0.2%
  100    42     436.6     0.792    0.1%
  100    43       440     0.885    0.2%
  100    44     443.9     0.781    0.1%
  100    45     448.2     0.899    0.2%
  100    46     452.4     0.962    0.2%
  100    47     455.2     0.551    0.1%
  100    48     459.9     1.104    0.2%
  100    49       464     0.502    0.1%
  100    50     466.9     1.215    0.2%
  100    51     471.4     0.925    0.1%
  100    52     475.3     1.154    0.2%
  100    53     477.6       0.7    0.1%
  100    54     481.9     0.709    0.1%
  100    55     485.6     0.344    0.0%
  100    56     489.2     0.949    0.1%
  100    57     492.1     1.177    0.2%
  100    58     496.8     1.112    0.2%
  100    59     499.8     0.974    0.1%
  100    60     502.7     0.994    0.1%
  100    61       507      0.47    0.0%
  100    62     510.1     1.047    0.2%
  100    63       514      0.66    0.1%
  100    64     517.6     0.809    0.1%
  100    65     521.7     1.244    0.2%
  100    66     525.3     0.703    0.1%
  100    67       529      1.14    0.2%
  100    68     531.7     0.427    0.0%
  100    69     535.4     1.376    0.2%
  100    70     540.4     1.066    0.1%
  100    71     543.3     0.858    0.1%
  100    72     547.8     0.616    0.1%
  100    73     551.2     0.818    0.1%
  100    74     554.7     1.076    0.1%
  100    75     558.4     1.197    0.2%
  100    76     561.4     1.106    0.1%
  100    77     564.9     1.001    0.1%
  100    78       569     0.814    0.1%
  100    79     571.5     0.991    0.1%
  100    80     577.2     0.532    0.0%
  100    81     580.8     1.216    0.2%
  100    82     583.5     1.252    0.2%
  100    83     588.4     0.858    0.1%
  100    84     590.9     0.853    0.1%
  100    85     593.8     1.165    0.1%
  100    86     598.2     1.269    0.2%
  100    87     603.2     0.926    0.1%
  100    88     604.9     0.716    0.1%
  100    89     608.5     1.488    0.2%
  100    90     614.2     1.126    0.1%
  100    91     617.7     1.266    0.2%
  100    92     620.6     0.804    0.1%
  100    93     623.4     1.793    0.2%
  100    94     628.8      0.46    0.0%
  100    95     632.2     1.352    0.2%
  100    96     636.2     1.003    0.1%
  100    97     638.7     0.889    0.1%
  100    98     642.3     1.329    0.2%
  100    99     647.6     0.666    0.1%
  100   100     641.1     1.421    0.2%

Quality and confidence:
param     error
p         0.001
s         0.001

Model:
Time ~=    36.21
    + p    2.481
    + s    3.633
              µs

