Pallet: "timestamp", Extrinsic: "on_finalize", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
t,extrinsic_time,storage_root_time
76,4876,8713
76,4833,8765
76,4894,8727
76,4964,8645
76,4853,8601
76,4846,8665
76,4897,8645
76,4838,8693
76,4895,8637
76,4938,8686
76,4877,8778
76,4892,8594
76,4821,8504
76,4870,8565
76,4942,8652
76,5184,8867
76,4976,8668
76,4949,8676
77,5067,8684
77,5076,8875
77,4959,8662
77,5017,8731
77,4900,8592
77,4930,8582
77,5004,8563
77,4952,8644
77,4882,8795
77,4912,8895
77,4955,8662
77,4932,8697
77,4885,8754
77,4869,8540
77,4921,8650
77,4897,8774
77,4895,8739
77,4974,8732
77,4898,8615
77,4943,8562
78,4924,8787
78,4891,8574
78,4874,8769
78,5004,8480
78,4948,8724
78,4905,8683
78,4948,8739
78,4906,8707
78,4879,8623
78,4848,8549
78,4969,8675
78,4932,8726
78,4904,8705
78,4859,8804
78,4970,8672
78,4812,8706
78,4779,8778
78,4922,8813
78,4898,8642
78,4863,8753
79,4802,8615
79,4920,8665
79,5017,8605
79,4825,8699
79,4877,8586
79,5001,8636
79,4900,8633
79,4943,8723
79,4932,8634
79,4898,8742
79,4908,8664
79,4839,8548
79,4917,8706
79,4871,8564
79,4905,8652
79,4851,8682
79,4912,8651
79,4751,8685
79,4983,8707
79,4949,8683
80,5002,8738
80,4913,8843
80,4900,8720
80,4916,8685
80,4951,8633
80,4970,8677
80,4872,8698
80,4933,8683
80,4954,8523
80,4846,8604
80,4879,8520
80,4857,8589
80,4888,8653
80,4889,8640
80,4885,8589
80,4838,8604
80,5001,8826
80,6369,8871
80,4865,8634
80,4831,8625
81,5185,8937
81,5041,8756
81,4947,8612
81,5096,8842
81,4951,8658
81,4994,8656
81,4962,8678
81,4954,8791
81,5013,8548
81,5014,8711
81,4970,8653
81,5021,8615
81,4934,8730
81,4850,8686
81,4938,8687
81,4919,8766
81,4951,8696
81,4875,8606
81,4964,8657
81,4932,8686
82,5033,8766
82,4864,8584
82,4905,8731
82,4917,8621
82,4878,8610
82,4841,8631
82,4875,8747
82,4990,8536
82,4877,8620
82,4932,8756
82,4923,8643
82,4846,8663
82,4833,8676
82,4889,8563
82,4949,8559
82,4861,8481
82,4833,8456
82,4844,8667
82,5074,8655
82,4897,8534
83,5015,8613
83,4976,8569
83,4944,8783
83,4999,8578
83,4911,8561
83,4896,8652
83,4949,8508
83,4785,8587
83,4918,8591
83,4940,8531
83,4856,8714
83,4766,8584
83,4905,8667
83,4797,8615
83,4907,8696
83,4698,8619
83,4816,8629
83,4770,8639
83,5412,9258
83,4869,8884
84,4933,8690
84,4916,8850
84,4946,8637
84,4901,8519
84,4853,8733
84,4805,8673
84,4920,8534
84,4874,8671
84,4965,8613
84,4971,8698
84,4893,8566
84,4856,8563
84,4875,8626
84,4835,8505
84,4724,8540
84,4829,8591
84,4922,8749
84,4846,8800
84,4829,8676
84,4840,8576
85,5094,8797
85,4992,8698
85,5351,8810
85,4898,8685
85,4997,8638
85,4950,8668
85,4827,8636
85,4931,8671
85,5044,8976
85,5002,8616
85,4920,8685
85,4923,8812
85,4976,8610
85,4944,8908
85,5083,8720
85,4959,8618
85,4989,8597
85,5033,8661
85,4936,8592
85,4993,8939
86,5063,8801
86,4995,8764
86,5016,8789
86,4977,8785
