Pallet: "treasury", Extrinsic: "close_tip", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
t,extrinsic_time,storage_root_time
41,111752,75626
41,111837,75794
41,112910,75581
41,111551,75866
41,111968,75312
41,113020,75349
41,112293,75791
41,111663,75454
41,112564,75486
41,111925,75612
41,111950,75088
41,112361,76275
41,112300,75808
41,112498,74888
42,115206,76332
42,112165,77386
42,112405,76497
42,112356,76419
42,113331,77437
42,112704,76754
42,112217,76245
42,112339,76673
42,112844,77527
42,112321,104592
42,112673,77200
42,112938,77149
42,115651,77820
42,111955,77137
42,112573,76856
42,112718,76674
42,112087,77014
42,111550,76415
42,112715,77216
42,113093,77344
43,114707,77194
43,113325,77143
43,112794,76570
43,114803,77219
43,114817,76831
43,112448,76887
43,113331,76768
43,112990,76656
43,114311,76749
43,113235,76555
43,113268,76790
43,112631,75766
43,112984,76295
43,113015,77183
43,113095,76932
43,113015,76601
43,112990,76696
43,113700,76678
43,113265,76826
43,113345,76684
44,112810,76067
44,111222,75865
44,111951,76119
44,112307,76171
44,112871,76344
44,112238,76389
44,113422,76375
44,111721,75216
44,112568,75511
44,112642,75924
44,112727,76704
44,112686,75964
44,111928,75980
44,111255,76165
44,112062,75284
44,112314,75995
44,113634,76660
44,111989,76049
44,112486,76109
44,112358,76087
45,113718,72889
45,112553,73225
45,113043,73070
45,112678,73522
45,113240,73557
45,112545,73412
45,112462,73156
45,112665,72741
45,112520,72720
45,112105,72344
45,112414,72891
45,112809,73324
45,112970,73164
45,112964,73090
45,113252,73579
45,112444,72983
45,112518,72752
45,112617,73352
45,113023,73061
45,111594,72684
46,115109,80352
46,113652,79512
46,112952,79669
46,113557,79203
46,113013,79314
46,113647,82914
46,113731,79867
46,114782,79272
46,115163,79590
46,114714,79961
46,114104,79799
46,113211,80165
46,113082,78967
46,113710,79121
46,114809,79083
46,113411,79509
46,113954,79176
46,113890,79557
46,113763,79181
46,112900,78664
47,116091,76738
47,113882,76701
47,114820,77917
47,114081,77575
47,114707,77066
47,114787,77395
47,117508,77665
47,113695,76522
47,114490,76935
47,114516,76853
47,114145,77081
