Pallet: "treasury", Extrinsic: "create_sub_bounty", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
u,r,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
260,16384,99475,2327,4,14,6,2
260,16384,99494,2406,4,14,6,2
260,16384,99182,2461,4,14,6,2
280,16384,98775,2343,4,14,6,2
280,16384,98676,2375,4,14,6,2
280,16384,98855,2389,4,14,6,2
280,16384,99322,2394,4,14,6,2
280,16384,99073,2411,4,14,6,2
280,16384,98776,2377,4,14,6,2
280,16384,99003,2425,4,14,6,2
280,16384,98576,2325,4,14,6,2
280,16384,99471,2218,4,14,6,2
280,16384,98955,2300,4,14,6,2
280,16384,99070,2393,4,14,6,2
280,16384,102093,2406,4,14,6,2
280,16384,98886,2325,4,14,6,2
280,16384,98822,2360,4,14,6,2
280,16384,98771,2401,4,14,6,2
280,16384,98935,2407,4,14,6,2
280,16384,98884,2322,4,14,6,2
280,16384,99976,2366,4,14,6,2
280,16384,99470,2407,4,14,6,2
280,16384,98903,2474,4,14,6,2
300,16384,99418,2303,4,14,6,2
300,16384,98990,2439,4,14,6,2
300,16384,99312,2392,4,14,6,2
300,16384,99386,2335,4,14,6,2
300,16384,98815,2306,4,14,6,2
300,16384,98764,2319,4,14,6,2
300,16384,98954,2372,4,14,6,2
300,16384,99385,2444,4,14,6,2
300,16384,99175,2443,4,14,6,2
300,16384,99282,2358,4,14,6,2
300,16384,99284,2243,4,14,6,2
300,16384,99161,2369,4,14,6,2
300,16384,99266,2354,4,14,6,2
300,16384,99046,2400,4,14,6,2
300,16384,99147,2410,4,14,6,2
300,16384,98294,2365,4,14,6,2
300,16384,129890,2382,4,14,6,2
300,16384,98760,2346,4,14,6,2
300,16384,98746,2363,4,14,6,2
300,16384,98741,2371,4,14,6,2
320,16384,99350,2444,4,14,6,2
320,16384,99404,2422,4,14,6,2
320,16384,98806,2360,4,14,6,2
320,16384,99559,2478,4,14,6,2
320,16384,99340,2543,4,14,6,2
320,16384,98954,2387,4,14,6,2
320,16384,99467,2428,4,14,6,2
320,16384,99869,2421,4,14,6,2
320,16384,98962,2478,4,14,6,2
320,16384,99057,2442,4,14,6,2
320,16384,99392,2417,4,14,6,2
320,16384,98526,2404,4,14,6,2
320,16384,99806,2427,4,14,6,2
320,16384,98838,2463,4,14,6,2
320,16384,99185,2422,4,14,6,2
320,16384,99189,2427,4,14,6,2
320,16384,99088,2394,4,14,6,2
320,16384,98750,2383,4,14,6,2
320,16384,99117,2403,4,14,6,2
320,16384,98887,2460,4,14,6,2
340,16384,98949,2405,4,14,6,2
340,16384,100055,2334,4,14,6,2
340,16384,99550,2285,4,14,6,2
340,16384,98444,2400,4,14,6,2
340,16384,99611,2362,4,14,6,2
340,16384,99361,2266,4,14,6,2
340,16384,99643,2378,4,14,6,2
340,16384,99529,2274,4,14,6,2
340,16384,99717,2350,4,14,6,2
340,16384,102557,2377,4,14,6,2
340,16384,100075,2336,4,14,6,2
340,16384,99700,2413,4,14,6,2
340,16384,99396,2356,4,14,6,2
340,16384,98988,2361,4,14,6,2
340,16384,99652,2309,4,14,6,2
340,16384,99459,2341,4,14,6,2
340,16384,99247,2319,4,14,6,2
340,16384,99327,2413,4,14,6,2
340,16384,99080,2349,4,14,6,2
340,16384,99247,2302,4,14,6,2
360,16384,99872,2416,4,14,6,2
360,16384,99507,2469,4,14,6,2
360,16384,98500,2396,4,14,6,2
360,16384,99147,2324,4,14,6,2
360,16384,99305,2374,4,14,6,2
360,16384,99272,2422,4,14,6,2
360,16384,99018,2552,4,14,6,2
360,16384,99000,2389,4,14,6,2
360,16384,98795,2397,4,14,6,2
360,16384,99278,2436,4,14,6,2
360,16384,98503,2444,4,14,6,2
360,16384,98958,2477,4,14,6,2
360,16384,99024,2469,4,14,6,2
360,16384,98869,2347,4,14,6,2
360,16384,99351,2437,4,14,6,2
360,16384,99291,2396,4,14,6,2
360,16384,98879,2290,4,14,6,2
360,16384,99458,2536,4,14,6,2
360,16384,98823,2441,4,14,6,2
360,16384,99220,2367,4,14,6,2
380,16384,99060,2409,4,14,6,2
380,16384,98758,2394,4,14,6,2
380,16384,101670,2496,4,14,6,2
380,16384,99103,2375,4,14,6,2
380,16384,98806,2403,4,14,6,2
380,16384,98704,2499,4,14,6,2
380,16384,98809,2320,4,14,6,2
380,16384,99192,2290,4,14,6,2
380,16384,99459,2446,4,14,6,2
380,16384,98588,2423,4,14,6,2
380,16384,99490,2414,4,14,6,2
380,16384,99341,2521,4,14,6,2
380,16384,98699,2446,4,14,6,2
380,16384,99131,2359,4,14,6,2
380,16384,98408,2469,4,14,6,2
380,16384,98919,2398,4,14,6,2
380,16384,98515,2549,4,14,6,2
380,16384,98575,2298,4,14,6,2
380,16384,98703,2385,4,14,6,2
380,16384,99173,2516,4,14,6,2
400,16384,99286,2490,4,14,6,2
400,16384,99113,2424,4,14,6,2
400,16384,99324,2496,4,14,6,2
400,16384,99377,2387,4,14,6,2
400,16384,98961,2371,4,14,6,2
400,16384,98818,2333,4,14,6,2
400,16384,98879,2409,4,14,6,2
400,16384,102079,2483,4,14,6,2
400,16384,98685,2385,4,14,6,2
400,16384,98582,2451,4,14,6,2
400,16384,98920,2388,4,14,6,2
400,16384,98528,2483,4,14,6,2
400,16384,98865,2284,4,14,6,2
400,16384,98561,2418,4,14,6,2
400,16384,98713,2413,4,14,6,2
400,16384,98945,2390,4,14,6,2
400,16384,98948,2390,4,14,6,2
400,16384,99443,2517,4,14,6,2
400,16384,98203,2465,4,14,6,2
400,16384,99001,2392,4,14,6,2
420,16384,99295,2479,4,14,6,2
420,16384,99029,2316,4,14,6,2
420,16384,99217,2434,4,14,6,2
420,16384,99512,2460,4,14,6,2
420,16384,99610,2383,4,14,6,2
420,16384,99017,2423,4,14,6,2
420,16384,98494,2393,4,14,6,2
420,16384,98705,2369,4,14,6,2
420,16384,99118,2366,4,14,6,2
420,16384,99231,2316,4,14,6,2
420,16384,99148,2391,4,14,6,2
420,16384,99518,2331,4,14,6,2
420,16384,101535,2384,4,14,6,2
420,16384,99184,2426,4,14,6,2
420,16384,98924,2359,4,14,6,2
420,16384,99054,2321,4,14,6,2
420,16384,98753,2392,4,14,6,2
420,16384,98855,2310,4,14,6,2
420,16384,99126,2370,4,14,6,2
420,16384,99103,2387,4,14,6,2
440,16384,99476,2467,4,14,6,2
440,16384,98637,2471,4,14,6,2
440,16384,99052,2422,4,14,6,2
440,16384,99292,2416,4,14,6,2
440,16384,98633,2352,4,14,6,2
440,16384,98652,2428,4,14,6,2
440,16384,99223,2411,4,14,6,2
440,16384,98258,2368,4,14,6,2
440,16384,98378,2382,4,14,6,2
440,16384,100147,2426,4,14,6,2
440,16384,98715,2389,4,14,6,2
440,16384,98948,2458,4,14,6,2
440,16384,99262,2420,4,14,6,2
440,16384,99268,2484,4,14,6,2
440,16384,99046,2437,4,14,6,2
440,16384,99691,2395,4,14,6,2
440,16384,99679,2384,4,14,6,2
440,16384,101390,2427,4,14,6,2
440,16384,99111,2386,4,14,6,2
440,16384,99303,2379,4,14,6,2
460,16384,99570,2365,4,14,6,2
460,16384,99112,2472,4,14,6,2
460,16384,98986,2418,4,14,6,2
460,16384,98667,2462,4,14,6,2
460,16384,98551,2323,4,14,6,2
460,16384,98493,2298,4,14,6,2
460,16384,99051,2489,4,14,6,2
460,16384,99137,2362,4,14,6,2
460,16384,99050,2420,4,14,6,2
460,16384,98656,2418,4,14,6,2
460,16384,99410,2452,4,14,6,2
460,16384,99133,2389,4,14,6,2
460,16384,98839,2405,4,14,6,2
460,16384,99490,2348,4,14,6,2
460,16384,99478,2452,4,14,6,2
460,16384,99001,2421,4,14,6,2
460,16384,99227,2393,4,14,6,2
460,16384,99111,2420,4,14,6,2
460,16384,99701,2403,4,14,6,2
460,16384,99414,2349,4,14,6,2
480,16384,99514,2346,4,14,6,2
480,16384,99365,2295,4,14,6,2
480,16384,98950,2510,4,14,6,2
480,16384,99848,2375,4,14,6,2
480,16384,99509,2424,4,14,6,2
480,16384,99524,2386,4,14,6,2
480,16384,99517,2451,4,14,6,2
480,16384,99124,2431,4,14,6,2
480,16384,99437,2528,4,14,6,2
480,16384,99495,2414,4,14,6,2
480,16384,100044,2287,4,14,6,2
480,16384,99578,2415,4,14,6,2
480,16384,99008,2349,4,14,6,2
480,16384,99626,2457,4,14,6,2
480,16384,99316,2282,4,14,6,2
480,16384,99669,2306,4,14,6,2
480,16384,99520,2412,4,14,6,2
480,16384,98918,2440,4,14,6,2
480,16384,99281,2404,4,14,6,2
480,16384,100327,2483,4,14,6,2
500,16384,99803,2363,4,14,6,2
500,16384,99720,2500,4,14,6,2
500,16384,99609,2431,4,14,6,2
500,16384,100042,2451,4,14,6,2
500,16384,99824,2280,4,14,6,2
500,16384,100243,2436,4,14,6,2
500,16384,99458,2418,4,14,6,2
500,16384,99399,2453,4,14,6,2
500,16384,99576,2339,4,14,6,2
500,16384,99693,2377,4,14,6,2
500,16384,99420,2332,4,14,6,2
500,16384,99063,2342,4,14,6,2
500,16384,99599,2315,4,14,6,2
500,16384,99749,2378,4,14,6,2
500,16384,99322,2427,4,14,6,2
500,16384,99389,2431,4,14,6,2
500,16384,99479,2498,4,14,6,2
500,16384,99487,2367,4,14,6,2
500,16384,99772,2390,4,14,6,2
500,16384,99948,2322,4,14,6,2
520,16384,99836,2450,4,14,6,2
520,16384,99835,2311,4,14,6,2
520,16384,99600,2429,4,14,6,2
520,16384,99825,2255,4,14,6,2
520,16384,100161,2412,4,14,6,2
520,16384,99143,2387,4,14,6,2
520,16384,100057,2378,4,14,6,2
520,16384,99970,2354,4,14,6,2
520,16384,99905,2377,4,14,6,2
520,16384,100124,2329,4,14,6,2
520,16384,99895,2317,4,14,6,2
520,16384,99995,2363,4,14,6,2
520,16384,100282,2468,4,14,6,2
520,16384,99522,2284,4,14,6,2
520,16384,99062,2367,4,14,6,2
520,16384,99474,2337,4,14,6,2
520,16384,99554,2305,4,14,6,2
520,16384,99914,2271,4,14,6,2
520,16384,99623,2355,4,14,6,2
520,16384,99833,2323,4,14,6,2
540,16384,99809,2330,4,14,6,2
540,16384,99660,2410,4,14,6,2
540,16384,99068,2409,4,14,6,2
540,16384,99626,2383,4,14,6,2
540,16384,99333,2428,4,14,6,2
540,16384,99577,2373,4,14,6,2
540,16384,99689,2472,4,14,6,2
540,16384,98930,2389,4,14,6,2
540,16384,99786,2414,4,14,6,2
540,16384,100427,2559,4,14,6,2
540,16384,99138,2434,4,14,6,2
540,16384,100461,2358,4,14,6,2
540,16384,99551,2458,4,14,6,2
540,16384,99900,2437,4,14,6,2
540,16384,99105,2476,4,14,6,2
540,16384,99326,2325,4,14,6,2
540,16384,99500,2343,4,14,6,2
540,16384,117442,2435,4,14,6,2
540,16384,99839,2456,4,14,6,2
540,16384,99250,2455,4,14,6,2
560,16384,98901,2410,4,14,6,2
560,16384,99451,2375,4,14,6,2
560,16384,99085,2449,4,14,6,2
560,16384,99262,2402,4,14,6,2
560,16384,98869,2371,4,14,6,2
560,16384,99022,2375,4,14,6,2
560,16384,99451,2444,4,14,6,2
560,16384,99113,2412,4,14,6,2
560,16384,99146,2358,4,14,6,2
560,16384,99174,2304,4,14,6,2
560,16384,99656,2426,4,14,6,2
560,16384,99814,2419,4,14,6,2
560,16384,98546,2482,4,14,6,2
560,16384,98982,2444,4,14,6,2
560,16384,99960,2470,4,14,6,2
560,16384,98581,2328,4,14,6,2
560,16384,98987,2398,4,14,6,2
560,16384,99524,2409,4,14,6,2
560,16384,99372,2273,4,14,6,2
560,16384,98863,2346,4,14,6,2
580,16384,99739,2343,4,14,6,2
580,16384,100085,2389,4,14,6,2
580,16384,103524,2538,4,14,6,2
580,16384,99379,2370,4,14,6,2
580,16384,99184,2414,4,14,6,2
580,16384,99228,2527,4,14,6,2
580,16384,99031,2391,4,14,6,2
580,16384,98893,2397,4,14,6,2
580,16384,99277,2438,4,14,6,2
580,16384,99218,2368,4,14,6,2
580,16384,99416,2441,4,14,6,2
580,16384,99158,2357,4,14,6,2
580,16384,99295,2382,4,14,6,2
580,16384,99492,2353,4,14,6,2
580,16384,98970,2344,4,14,6,2
580,16384,98898,2381,4,14,6,2
580,16384,99281,2428,4,14,6,2
580,16384,99228,2423,4,14,6,2
580,16384,98984,2361,4,14,6,2
580,16384,99729,2452,4,14,6,2
600,16384,100083,2435,4,14,6,2
600,16384,99183,2350,4,14,6,2
600,16384,99352,2341,4,14,6,2
600,16384,98998,2309,4,14,6,2
600,16384,99786,2250,4,14,6,2
600,16384,99534,2293,4,14,6,2
600,16384,99332,2341,4,14,6,2
600,16384,99155,2401,4,14,6,2
600,16384,99177,2340,4,14,6,2
600,16384,98562,2373,4,14,6,2
600,16384,99287,2444,4,14,6,2
600,16384,99331,2411,4,14,6,2
600,16384,98833,2432,4,14,6,2
600,16384,99026,2421,4,14,6,2
600,16384,99241,2349,4,14,6,2
600,16384,99159,2414,4,14,6,2
600,16384,100519,2532,4,14,6,2
600,16384,99166,2322,4,14,6,2
600,16384,99231,2419,4,14,6,2
600,16384,98796,2317,4,14,6,2
620,16384,99962,2336,4,14,6,2
620,16384,99434,2337,4,14,6,2
620,16384,99021,2340,4,14,6,2
620,16384,98892,2332,4,14,6,2
620,16384,99313,2474,4,14,6,2
620,16384,98926,2369,4,14,6,2
620,16384,98957,2350,4,14,6,2
620,16384,99106,2341,4,14,6,2
620,16384,99398,2318,4,14,6,2
620,16384,99023,2409,4,14,6,2
620,16384,98939,2405,4,14,6,2
620,16384,99149,2243,4,14,6,2
620,16384,99084,2424,4,14,6,2
620,16384,99419,2303,4,14,6,2
620,16384,98841,2323,4,14,6,2
620,16384,99377,2333,4,14,6,2
620,16384,98854,2323,4,14,6,2
620,16384,99418,2346,4,14,6,2
620,16384,98623,2453,4,14,6,2
620,16384,99104,2344,4,14,6,2
640,16384,99010,2374,4,14,6,2
640,16384,98947,2465,4,14,6,2
640,16384,98724,2345,4,14,6,2
640,16384,98801,2408,4,14,6,2
640,16384,99058,2420,4,14,6,2
640,16384,99164,2358,4,14,6,2
640,16384,98935,2428,4,14,6,2
640,16384,98425,2455,4,14,6,2
640,16384,98490,2455,4,14,6,2
640,16384,99053,2444,4,14,6,2
640,16384,99437,2453,4,14,6,2
640,16384,99420,2372,4,14,6,2
640,16384,99145,2341,4,14,6,2
640,16384,99069,2314,4,14,6,2
640,16384,99426,2403,4,14,6,2
640,16384,99420,2354,4,14,6,2
640,16384,99295,2301,4,14,6,2
640,16384,102216,2496,4,14,6,2
640,16384,99030,2389,4,14,6,2
640,16384,99152,2339,4,14,6,2
660,16384,99092,2416,4,14,6,2
660,16384,98800,2453,4,14,6,2
660,16384,99239,2428,4,14,6,2
660,16384,99165,2402,4,14,6,2
660,16384,99363,2398,4,14,6,2
660,16384,99095,2426,4,14,6,2
660,16384,99320,2415,4,14,6,2
660,16384,99254,2444,4,14,6,2
660,16384,98515,2413,4,14,6,2
660,16384,99051,2440,4,14,6,2
660,16384,99101,2369,4,14,6,2
660,16384,99188,2391,4,14,6,2
660,16384,99285,2367,4,14,6,2
660,16384,99022,2504,4,14,6,2
660,16384,100125,2483,4,14,6,2
660,16384,99394,2447,4,14,6,2
660,16384,98872,2469,4,14,6,2
660,16384,99684,2478,4,14,6,2
660,16384,98995,2406,4,14,6,2
660,16384,99290,2460,4,14,6,2
680,16384,99223,2417,4,14,6,2
680,16384,98388,2377,4,14,6,2
680,16384,98847,2379,4,14,6,2
680,16384,99011,2305,4,14,6,2
680,16384,98943,2296,4,14,6,2
680,16384,99006,2424,4,14,6,2
680,16384,98978,2446,4,14,6,2
680,16384,99200,2407,4,14,6,2
680,16384,99018,2379,4,14,6,2
680,16384,99681,2522,4,14,6,2
680,16384,99449,2460,4,14,6,2
680,16384,99247,2502,4,14,6,2
680,16384,99049,2402,4,14,6,2
680,16384,99131,2426,4,14,6,2
680,16384,99194,2506,4,14,6,2
680,16384,99374,2468,4,14,6,2
680,16384,99353,2419,4,14,6,2
680,16384,99564,2358,4,14,6,2
680,16384,99203,2435,4,14,6,2
680,16384,100313,2468,4,14,6,2
700,16384,98890,2393,4,14,6,2
700,16384,99441,2428,4,14,6,2
700,16384,98975,2330,4,14,6,2
700,16384,99257,2391,4,14,6,2
700,16384,98895,2401,4,14,6,2
700,16384,99379,2430,4,14,6,2
700,16384,98398,2358,4,14,6,2
700,16384,98632,2392,4,14,6,2
700,16384,98856,2394,4,14,6,2
700,16384,99285,2455,4,14,6,2
700,16384,98076,2444,4,14,6,2
700,16384,99021,2399,4,14,6,2
700,16384,98620,2388,4,14,6,2
700,16384,99269,2310,4,14,6,2
700,16384,98910,2442,4,14,6,2
700,16384,98743,2462,4,14,6,2
700,16384,99281,2547,4,14,6,2
700,16384,98944,2425,4,14,6,2
700,16384,98747,2443,4,14,6,2
700,16384,98791,2319,4,14,6,2
720,16384,99337,2371,4,14,6,2
720,16384,98953,2498,4,14,6,2
720,16384,98868,2396,4,14,6,2
720,16384,98611,2439,4,14,6,2
720,16384,99103,2503,4,14,6,2
720,16384,99495,2360,4,14,6,2
