Pallet: "elections", Extrinsic: "phragmen", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
c,v,e,extrinsic_time,storage_root_time
13,500,16,43796509,45508
13,500,16,43714537,45234
13,500,16,43583524,45436
13,500,16,43698912,45476
13,500,16,43645219,45272
13,500,16,43709602,45388
13,500,16,43471883,44667
13,500,16,43804356,45667
13,500,16,43589710,45196
13,500,16,43623742,45663
14,500,16,48645551,45791
14,500,16,48638389,44214
14,500,16,48590307,43969
14,500,16,48839449,44830
14,500,16,48650950,44709
14,500,16,48720825,44959
14,500,16,48676492,43923
14,500,16,48741290,45559
14,500,16,48574583,44780
14,500,16,48698616,44658
14,500,16,48578385,44228
14,500,16,48825771,44067
14,500,16,48763032,45206
14,500,16,48715585,44749
14,500,16,48633172,44384
14,500,16,48651301,44761
14,500,16,48598488,44185
14,500,16,48673547,44680
14,500,16,48692861,44742
14,500,16,48809072,45120
15,500,16,54301076,47087
15,500,16,54282395,46791
15,500,16,54107809,46973
15,500,16,54318490,46275
15,500,16,54152947,47348
15,500,16,54303605,47439
15,500,16,54109265,47126
15,500,16,54282597,46464
15,500,16,54122985,46378
15,500,16,54123813,46328
15,500,16,54180770,46965
15,500,16,54171206,46605
15,500,16,54196026,46638
15,500,16,54290324,46048
15,500,16,54246046,46437
15,500,16,54441787,47074
15,500,16,54221068,47224
15,500,16,54335720,47951
15,500,16,54271379,47008
15,500,16,54289868,46565
16,500,16,60148542,46957
16,500,16,60503488,47888
16,500,16,60286235,49366
16,500,16,60040258,47007
16,500,16,60141907,47014
16,500,16,60235982,47716
16,500,16,60141123,46475
16,500,16,60127849,46759
16,500,16,60205994,47471
16,500,16,60060371,46338
16,500,16,60188805,45816
16,500,16,60181915,46698
16,500,16,60073955,46579
16,500,16,60151955,46399
16,500,16,60000108,45665
16,500,16,60265861,47795
16,500,16,60167254,47307
16,500,16,60405156,50095
16,500,16,60188570,47753
16,500,16,60200831,46342
17,500,16,62230978,47212
17,500,16,62237146,50254
17,500,16,62186488,47169
17,500,16,62344957,48460
17,500,16,62175948,46734
17,500,16,62224949,47464
17,500,16,62088419,47025
17,500,16,62133191,47485
17,500,16,62152632,46500
17,500,16,62322653,47679
17,500,16,62070598,46814
17,500,16,62308366,47169
17,500,16,62208319,46469
17,500,16,62266829,46591
17,500,16,62246021,47280
17,500,16,62309988,46912
17,500,16,62175990,45445
17,500,16,62274362,47473
17,500,16,62298680,47371
17,500,16,62365960,47443
18,500,16,64278759,48288
18,500,16,64408698,47557
18,500,16,64318892,47135
18,500,16,64436572,47579
18,500,16,64331078,47604
18,500,16,64325205,46180
18,500,16,64239617,47369
18,500,16,64271503,46738
18,500,16,64176833,46494
18,500,16,64401970,46970
18,500,16,64282682,47110
18,500,16,64343463,47337
18,500,16,64167890,45980
18,500,16,64312573,47965
18,500,16,64226690,47603
18,500,16,64303269,47713
18,500,16,64293262,46306
18,500,16,64414272,46490
18,500,16,64230795,47099
18,500,16,64452027,47322
19,500,16,66712822,47525
19,500,16,66719927,47129
19,500,16,66608213,46782
19,500,16,66632793,45951
19,500,16,66535796,47029
19,500,16,66747949,47846
19,500,16,66584542,46754
19,500,16,66700347,46924
19,500,16,66621569,46701
19,500,16,66618062,50313
19,500,16,66781142,47615
19,500,16,66726256,47453
19,500,16,66587856,47310
19,500,16,66675367,47290
19,500,16,66512350,45170
19,500,16,66620595,46626
19,500,16,66546765,45667
19,500,16,66636974,47074
19,500,16,66544600,46898
19,500,16,66653831,46672
20,500,16,69993768,47364
20,500,16,69952704,47859
20,500,16,69914720,46646
20,500,16,70147946,46682
20,500,16,69921409,45205
20,500,16,70174506,50522
20,500,16,69999874,46477
20,500,16,70065462,47864
20,500,16,69776520,45785
20,500,16,71803751,57848
20,500,16,71401638,54678
20,500,16,70400716,49539
20,500,16,69942282,46212
20,500,16,70074745,47145
20,500,16,70230236,48561
20,500,16,70040497,46444
20,500,16,69876998,47750
20,500,16,70035364,47895
20,500,16,69957757,47760
20,500,16,69982695,46718
21,500,16,70529785,69475
21,500,16,70642157,70029
21,500,16,70445563,68596
21,500,16,70789795,69665
21,500,16,70453000,68834
21,500,16,70740286,68620
21,500,16,70487604,68301
21,500,16,70611958,68758
21,500,16,70357118,68042
21,500,16,70606881,69737
21,500,16,70546005,68728
21,500,16,70471607,68686
21,500,16,70477034,68683
21,500,16,70615787,69470
21,500,16,70354515,67396
21,500,16,70666338,68645
21,500,16,70518458,69098
21,500,16,70801252,70760
21,500,16,70547459,69661
21,500,16,70538489,69036
22,500,16,72684912,73630
22,500,16,72774672,76172
22,500,16,72783037,75571
22,500,16,72746661,75395
22,500,16,72790370,75565
22,500,16,72711310,73739
22,500,16,72739665,74450
22,500,16,72774649,75454
22,500,16,72831196,75621
22,500,16,72765014,74606
22,500,16,72655980,74886
22,500,16,72862231,74377
22,500,16,72730658,74776
22,500,16,72892127,74910
22,500,16,72768630,76010
22,500,16,72820318,74810
22,500,16,72857940,75784
22,500,16,72816078,74494
22,500,16,72703135,75426
22,500,16,72761642,74482
23,500,16,73950991,84857
23,500,16,74124958,84725
23,500,16,73988815,85121
23,500,16,74077664,85659
23,500,16,74040166,85210
23,500,16,74107145,85909
23,500,16,74014607,83484
23,500,16,74264145,86321
23,500,16,74003824,85633
23,500,16,74019215,85073
23,500,16,74242100,85798
23,500,16,74053138,85148
23,500,16,74040010,85143
23,500,16,74079406,85228
23,500,16,74014446,85433
23,500,16,74101864,85967
23,500,16,74109698,87040
23,500,16,74115331,85861
23,500,16,73961509,85373
23,500,16,74121536,85162
24,500,16,77648906,85847
24,500,16,77850102,87190
24,500,16,77606467,85596
24,500,16,77512325,84599
24,500,16,77537741,84933
24,500,16,77664030,86285
24,500,16,77489902,84855
24,500,16,77680216,85093
24,500,16,77554971,86056
24,500,16,77611880,86151
24,500,16,77533964,85464
24,500,16,77622423,85810
24,500,16,77578921,86889
24,500,16,77683935,85861
24,500,16,77569706,85803
24,500,16,77705386,86142
24,500,16,77464498,84407
24,500,16,77762445,84035
24,500,16,77688902,88128
24,500,16,77685244,85787
25,500,16,76424702,100297
25,500,16,76524238,100028
25,500,16,76435901,101225
25,500,16,76542720,100165
25,500,16,76566063,100011
25,500,16,76607624,99435
25,500,16,76525546,100070
25,500,16,76453010,99585
25,500,16,76434144,99398
25,500,16,76471148,99763
25,500,16,76482849,100421
25,500,16,76480198,100513
25,500,16,76422343,99198
25,500,16,76549115,101179
25,500,16,76488973,100188
25,500,16,76655800,102165
25,500,16,76538793,100903
25,500,16,76707054,100816
25,500,16,76403352,99437
25,500,16,76464611,98911
26,500,16,79500433,108109
26,500,16,79459220,110313
26,500,16,79397101,107133
26,500,16,79482691,106023
26,500,16,79430225,106761
26,500,16,79403585,107732
26,500,16,79365534,106056
26,500,16,79429412,107589
26,500,16,79555496,107235
26,500,16,79795099,110142
26,500,16,79363218,104771
26,500,16,79379090,106291
26,500,16,79285872,106812
26,500,16,79537823,109230
26,500,16,79368420,107721
26,500,16,79525850,106990
26,500,16,79333539,107221
26,500,16,79403163,106919
26,500,16,79412236,110322
26,500,16,80052200,124167
27,500,16,79470599,119051
27,500,16,79475816,117862
27,500,16,79184963,117987
27,500,16,79385184,117512
27,500,16,79218349,115865
27,500,16,79415807,121977
27,500,16,79302395,118768
27,500,16,79188361,116793
27,500,16,79246004,117650
27,500,16,79299131,117137
27,500,16,79272593,116594
27,500,16,79374098,117036
27,500,16,79150996,119045
27,500,16,79265676,114851
27,500,16,79016550,115070
27,500,16,79227107,115044
27,500,16,79175048,119386
27,500,16,79169293,116593
27,500,16,79263038,117098
27,500,16,79360607,116184
28,500,16,82508520,123529
28,500,16,82660747,121990
28,500,16,82554239,123650
28,500,16,82603000,123728
28,500,16,82558741,137047
28,500,16,83204128,137880
28,500,16,83017302,126991
28,500,16,82599636,124169
28,500,16,82844294,123747
28,500,16,82758632,123754
28,500,16,82580643,122143
28,500,16,82539585,123059
28,500,16,82608751,124015
28,500,16,82692271,121978
28,500,16,82547873,122149
28,500,16,82524072,122228
28,500,16,82721144,123335
28,500,16,82570871,123690
28,500,16,82671774,123180
28,500,16,82631663,122715
29,500,16,82813311,128701
29,500,16,82907755,129469
29,500,16,82927011,130039
29,500,16,82878267,129998
29,500,16,82743502,127796
29,500,16,82908443,127543
29,500,16,82781462,127100
29,500,16,82923482,127289
29,500,16,82910999,131567
29,500,16,82735919,129116
29,500,16,82866576,127092
29,500,16,82946540,127322
29,500,16,82693407,126567
29,500,16,82966014,127420
29,500,16,82805800,127804
29,500,16,82869569,126378
29,500,16,82736944,126413
29,500,16,82895857,127741
29,500,16,82795350,127602
29,500,16,82833053,128158
30,500,16,84896697,129853
30,500,16,84841619,128793
30,500,16,84766123,130150
30,500,16,84922866,130448
30,500,16,84671809,129288
30,500,16,84777137,130213
30,500,16,84638971,129174
30,500,16,84813226,130441
30,500,16,84745430,129782
30,500,16,84816895,128812
30,500,16,84828444,129513
30,500,16,84702654,128464
30,500,16,84817611,128187
30,500,16,84799362,130702
30,500,16,84973649,129589
30,500,16,84913027,129402
30,500,16,84872519,130284
30,500,16,84932108,130328
30,500,16,85009585,129995
30,500,16,84835650,129797
31,500,16,84848741,130886
31,500,16,84682595,129489
31,500,16,84702601,130267
31,500,16,84786894,130062
31,500,16,84867555,131408
31,500,16,84903071,128900
31,500,16,84645423,130465
31,500,16,84868396,130733
31,500,16,84756644,130676
31,500,16,84945533,130820
31,500,16,84622781,128694
31,500,16,84927830,131492
31,500,16,84911854,133888
31,500,16,84768923,129779
31,500,16,84838433,130979
31,500,16,84742687,131182
31,500,16,84773738,130453
31,500,16,84784858,130676
31,500,16,84650313,132251
31,500,16,84723171,130780
32,500,16,88072293,139398
32,500,16,88296295,140418
32,500,16,88222129,139339
32,500,16,88276119,139457
32,500,16,88317247,139237
32,500,16,88297946,138729
32,500,16,88227619,142393
32,500,16,88320097,138187
32,500,16,88278950,139283
32,500,16,88429991,138905
32,500,16,88201569,139975
32,500,16,88319632,138440
32,500,16,88181196,138303
32,500,16,88301836,139844
32,500,16,88392928,140156
32,500,16,88264734,139220
32,500,16,88186902,139006
32,500,16,88216169,139242
32,500,16,88274623,137077
32,500,16,88375173,139324
33,500,16,86299543,150896
33,500,16,86456900,154719
33,500,16,86280686,150866
33,500,16,86330719,150382
33,500,16,86399609,151405
33,500,16,86432684,149600
33,500,16,86403140,150513
33,500,16,86438350,150800
33,500,16,86381957,150428
33,500,16,86410615,150209
33,500,16,86294987,149889
33,500,16,86460033,150725
33,500,16,86378491,150718
33,500,16,86380725,151567
33,500,16,86430186,150110
33,500,16,86435809,151326
33,500,16,86305809,151425
33,500,16,86315733,150733
33,500,16,86448177,150376
33,500,16,86496852,150636
34,500,16,89480980,157119
34,500,16,89464881,157540
34,500,16,89339226,157843
34,500,16,89382361,157841
34,500,16,89209751,156530
34,500,16,89418507,157144
34,500,16,89372352,157933
34,500,16,89356610,156175
34,500,16,89561166,158392
34,500,16,89328061,157509
34,500,16,89232667,158417
34,500,16,89316903,155879
34,500,16,89278808,156694
34,500,16,89371683,158211
34,500,16,89298490,157651
34,500,16,89618189,156448
34,500,16,89747019,158225
34,500,16,89458414,157419
34,500,16,89253037,157364
34,500,16,89576977,158316
35,500,16,87506306,173850
35,500,16,87595231,173515
35,500,16,87613501,173031
35,500,16,87713796,174786
35,500,16,87569114,174723
35,500,16,87497948,173031
35,500,16,87537096,174399
35,500,16,87593022,173815
35,500,16,87484160,173818
35,500,16,87546537,173319
35,500,16,87545723,173998
35,500,16,87433810,173320
35,500,16,87514681,174557
35,500,16,87525303,174770
35,500,16,87751475,172636
35,500,16,87578413,172645
35,500,16,87496090,172901
35,500,16,87474904,173470
35,500,16,87411455,173877
35,500,16,87585812,175020
36,500,16,90819044,175229
36,500,16,90376843,172867
36,500,16,90793315,172701
36,500,16,90361471,174038
36,500,16,90455127,173909
36,500,16,90357570,174232
36,500,16,90151037,173068
36,500,16,90418315,172804
36,500,16,90657705,173517
36,500,16,90659459,173143
36,500,16,90299517,172730
36,500,16,90496405,172590
36,500,16,90514791,172425
36,500,16,90720292,174265
36,500,16,90410904,173185
36,500,16,90740800,175517
36,500,16,90740117,172252
36,500,16,90531621,173690
36,500,16,90322634,173528
36,500,16,90311965,176053
37,500,16,90228056,184740
37,500,16,90099657,185828
37,500,16,90270132,186442
37,500,16,90289524,185403
37,500,16,89899857,185678
37,500,16,90245776,185230
37,500,16,89987245,184860
37,500,16,90261548,184915
37,500,16,90379645,186582
37,500,16,90051547,185411
37,500,16,90020221,186936
37,500,16,90042210,186182
37,500,16,92665941,186108
37,500,16,90475288,187143
37,500,16,90008984,186290
37,500,16,90303368,183736
37,500,16,90010945,185298
37,500,16,90200426,185622
37,500,16,90084529,187003
37,500,16,90243626,186570
38,500,16,91226029,191929
38,500,16,91259877,190143
38,500,16,91127039,189341
38,500,16,91209631,190024
38,500,16,91074015,189905
38,500,16,91313331,189049
38,500,16,91270154,189985
38,500,16,91194361,189417
38,500,16,91161158,189982
38,500,16,91313667,189286
38,500,16,91178795,189771
38,500,16,91340796,189106
38,500,16,91199032,189558
38,500,16,91097554,188043
38,500,16,91195299,189173
38,500,16,91152871,188315
38,500,16,91169336,188442
38,500,16,91094967,188601
38,500,16,91327634,191664
38,500,16,91126817,190915
39,500,16,89369283,200401
39,500,16,89449258,199979
39,500,16,89523127,200809
39,500,16,89525020,201488
39,500,16,89401733,202011
39,500,16,89615662,202036
39,500,16,89717028,201895
39,500,16,89531855,201700
39,500,16,89491956,199860
39,500,16,89668028,200483
39,500,16,90039648,201726
39,500,16,89813742,202613
39,500,16,89947907,201744
39,500,16,89490574,202164
39,500,16,89783771,201210
39,500,16,89524222,202651
39,500,16,89270610,202148
39,500,16,89581621,200698
39,500,16,89425198,201825
39,500,16,89878172,202333
40,500,16,92725888,200240
40,500,16,92917894,198065
40,500,16,92353262,198822
40,500,16,92991455,198701
40,500,16,92234252,197191
40,500,16,92550245,197463
40,500,16,92359522,197417
40,500,16,92356963,197649
40,500,16,92434889,199354
40,500,16,92332116,197802
40,500,16,92892176,199160
40,500,16,92477445,197905
40,500,16,92223359,197401
40,500,16,92504302,197549
40,500,16,92275631,197828
40,500,16,92369099,198302
40,500,16,92346552,198294
40,500,16,92508175,197019
40,500,16,92412062,199070
40,500,16,92699654,199153
41,500,16,91706629,202400
41,500,16,91554618,204480
41,500,16,91742915,202767
41,500,16,91911518,205302
41,500,16,91482614,204247
41,500,16,91371707,203639
41,500,16,91947652,204928
41,500,16,91457221,206628
41,500,16,91419932,205098
41,500,16,92222409,204592
41,500,16,91450809,204175
41,500,16,91448207,204646
41,500,16,91490284,205416
41,500,16,91369127,204359
41,500,16,91770211,205085
41,500,16,91471862,203450
41,500,16,91862014,203715
41,500,16,92013224,204069
41,500,16,91528617,204035
41,500,16,91805445,204672
42,500,16,92900624,202401
42,500,16,93230970,202570
42,500,16,92885904,201363
42,500,16,92969653,201041
42,500,16,92825049,200562
42,500,16,92941643,200218
42,500,16,92886473,204524
42,500,16,92844908,200824
42,500,16,93147053,200455
42,500,16,93072305,204063
42,500,16,92967835,201314
42,500,16,93607378,202566
42,500,16,93636449,202138
42,500,16,92831893,203265
42,500,16,92937596,200982
42,500,16,93132017,203172
42,500,16,92896081,201437
42,500,16,93188255,204806
42,500,16,92903052,201181
42,500,16,93025474,201505
43,500,16,92704533,210603
43,500,16,93060842,211957
43,500,16,92557603,211598
43,500,16,92802050,210574
43,500,16,92491927,211805
43,500,16,92668858,211003
43,500,16,93170860,211309
43,500,16,92677709,211927
43,500,16,92416407,210673
43,500,16,92562676,211675
43,500,16,93015212,211541
43,500,16,92650765,212118
43,500,16,92645385,212734
43,500,16,92679365,210331
43,500,16,93009006,210492
43,500,16,92662407,212225
43,500,16,92711445,210912
43,500,16,92559858,211574
43,500,16,92563459,212073
43,500,16,92520904,212540
44,500,16,92828008,219748
44,500,16,93157843,220552
44,500,16,93064985,221133
44,500,16,92956645,223949
44,500,16,93012552,220858
44,500,16,92817608,219217
44,500,16,93419088,220562
44,500,16,92990476,222113
44,500,16,92901673,219676
44,500,16,93023571,221771
44,500,16,93068398,219648
44,500,16,92951885,221133
44,500,16,92922825,218753
44,500,16,92945290,221241
44,500,16,93368410,219897
44,500,16,93383492,221117
44,500,16,93066531,222752
44,500,16,93037258,221892
44,500,16,93066440,222138
44,500,16,93376294,222006
45,500,16,93433419,228149
45,500,16,93606190,227987
45,500,16,93415668,230017
45,500,16,93424157,229112
45,500,16,93474212,228477
45,500,16,93629617,228770
45,500,16,93523310,229165
45,500,16,93494572,227870
45,500,16,93474046,228521
45,500,16,93433060,228133
45,500,16,93697663,227971
45,500,16,93509525,229543
45,500,16,93329631,228723
45,500,16,93372217,227388
45,500,16,93334457,229213
45,500,16,93364737,229261
45,500,16,93405098,227621
45,500,16,93578790,227161
45,500,16,93410728,227168
45,500,16,93572027,228713
46,500,16,93666521,225569
46,500,16,93336785,223262
46,500,16,93521485,225519
46,500,16,93417587,224063
46,500,16,93266977,223817
46,500,16,93545200,223928
46,500,16,93249018,224277
46,500,16,93239050,224722
46,500,16,93491051,224951
46,500,16,93343562,224664
46,500,16,93688167,223678
46,500,16,93224042,223003
46,500,16,93711891,224991
46,500,16,93823256,225291
46,500,16,93285816,224408
46,500,16,93359468,224389
46,500,16,93302385,225071
46,500,16,94010362,226104
46,500,16,93219793,224975
46,500,16,93349015,224708
47,500,16,93948274,232627
47,500,16,93787897,230948
47,500,16,93915388,232453
47,500,16,93588981,231994
47,500,16,93604639,232277
47,500,16,93671360,234410
47,500,16,93875801,230818
47,500,16,93597189,233461
47,500,16,93572591,232759
47,500,16,93551005,233874
47,500,16,93515560,232786
47,500,16,93913461,231881
47,500,16,94211508,232801
47,500,16,93795759,230862
47,500,16,93542657,232748
47,500,16,93700887,232847
47,500,16,93669032,231514
47,500,16,94048851,232135
47,500,16,93642764,233027
47,500,16,93669883,233137
48,500,16,96483793,235589
48,500,16,95844134,236973
48,500,16,95665066,235323
48,500,16,96113636,240164
48,500,16,95805598,236605
48,500,16,95946482,237040
48,500,16,95828227,237655
48,500,16,95898535,236291
48,500,16,95763770,235277
48,500,16,95871342,235499
48,500,16,95575252,234864
48,500,16,95713609,235267
48,500,16,95707556,233736
48,500,16,95827483,234736
48,500,16,95600897,234929
48,500,16,95967536,234987
48,500,16,96299624,237549
48,500,16,95812090,234477
48,500,16,95885209,235541
48,500,16,96013356,235604
49,500,16,94317322,242061
49,500,16,94670121,242903
49,500,16,93944665,240844
49,500,16,94250969,241363
49,500,16,93998365,240030
49,500,16,93982554,240675
49,500,16,94310286,241460
49,500,16,94321259,239788
49,500,16,94368165,241420
49,500,16,94209028,240801
49,500,16,93999575,239714
49,500,16,94699376,241040
49,500,16,94299761,241448
49,500,16,94711058,241036
49,500,16,94256076,242006
49,500,16,94178662,242727
49,500,16,94012437,240282
49,500,16,94805770,240904
49,500,16,94172431,241444
49,500,16,94118739,240555
50,500,16,94529596,240156
50,500,16,94500747,239186
50,500,16,95056023,240004
50,500,16,95207203,238291
50,500,16,94445011,238975
50,500,16,94558277,238643
50,500,16,94581316,241243
50,500,16,94612995,239501
50,500,16,95160415,238692
50,500,16,94724558,242230
50,500,16,94722721,238277
50,500,16,95339091,240630
50,500,16,95004466,239016
50,500,16,94677322,239730
50,500,16,95109666,239717
50,500,16,94621486,239059
50,500,16,94766886,238938
50,500,16,94679398,240318
50,500,16,94639091,243470
50,500,16,94824685,240324
51,500,16,94435305,245988
51,500,16,94386502,245256
51,500,16,94343959,246835
51,500,16,94558545,246746
51,500,16,95047411,247316
51,500,16,94538571,248093
51,500,16,94487079,246238
51,500,16,94431709,245953
51,500,16,95060088,247241
51,500,16,94477680,246859
51,500,16,95022323,246480
51,500,16,94506785,246390
51,500,16,94320282,246235
51,500,16,94552709,245866
51,500,16,94419187,245990
51,500,16,94517023,245468
51,500,16,95039524,244803
51,500,16,94546913,247094
51,500,16,94963606,246980
51,500,16,94703032,249995
52,500,16,95132160,249498
52,500,16,95279378,245322
52,500,16,95068255,248266
52,500,16,95352816,245769
52,500,16,95776279,245165
52,500,16,95163183,246549
52,500,16,95390357,247736
52,500,16,95220519,247161
52,500,16,95225502,245554
52,500,16,95071141,244581
52,500,16,95651023,245421
52,500,16,95626311,244859
52,500,16,95412288,246623
52,500,16,95155006,245866
52,500,16,95080159,246252
52,500,16,95195480,246739
52,500,16,95259856,246894
52,500,16,95302548,246484
52,500,16,95345518,245985
52,500,16,95288268,245841
53,500,16,95810559,289334
53,500,16,96332873,258051
53,500,16,95902120,257793
53,500,16,96003918,256994
53,500,16,95715801,257211
53,500,16,95869959,256824
53,500,16,96447138,257082
53,500,16,95862060,256960
53,500,16,95852325,255296
53,500,16,96076595,257787
53,500,16,96219171,257338
53,500,16,96583719,258006
53,500,16,95799144,261943
53,500,16,96367101,257490
53,500,16,95892983,258207
53,500,16,95912720,256774
53,500,16,95752110,259519
53,500,16,95845481,257495
53,500,16,95794384,258042
53,500,16,96446953,258323
54,500,16,96616631,265589
54,500,16,96506925,264920
54,500,16,96548104,264264
54,500,16,96609960,263817
54,500,16,96620718,265890
