Pallet: "treasury", Extrinsic: "tip_new", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
r,t,extrinsic_time,storage_root_time
16384,75,81158,64453
16384,75,80109,63567
16384,75,81322,63254
16384,75,82689,65647
16384,75,81642,66102
16384,75,80793,63290
16384,75,81493,64098
16384,76,81462,65546
16384,76,80297,63999
16384,76,81102,63404
16384,76,81399,63901
16384,76,80697,64001
16384,76,80513,63541
16384,76,80634,62793
16384,76,81814,64419
16384,76,80054,63702
16384,76,80370,63241
16384,76,81209,63575
16384,76,80846,64537
16384,76,79813,63786
16384,76,80701,63205
16384,76,81173,65572
16384,76,81126,63600
16384,76,82616,62964
16384,76,81040,63380
16384,76,80910,63889
16384,76,80205,63219
16384,77,80716,66667
16384,77,81810,67603
16384,77,80514,65986
16384,77,84307,66207
16384,77,81250,67135
16384,77,80695,66984
16384,77,80058,65516
16384,77,81743,66141
16384,77,81590,67985
16384,77,80557,65778
16384,77,81015,65427
16384,77,81445,67203
16384,77,80386,65685
16384,77,81688,65348
16384,77,82094,66939
16384,77,81072,66191
16384,77,80290,65297
16384,77,82007,66081
16384,77,80754,67219
16384,77,80538,65528
16384,78,80979,64621
16384,78,81633,64743
16384,78,80747,63273
16384,78,81417,62962
16384,78,82424,65127
16384,78,81568,63974
16384,78,84609,63350
16384,78,82605,65457
16384,78,80969,63197
16384,78,80754,63161
16384,78,81570,63417
16384,78,81633,64807
16384,78,80135,63415
16384,78,83169,63633
16384,78,80828,64469
16384,78,80844,63482
16384,78,81351,63030
16384,78,82402,64489
16384,78,80979,63514
16384,78,81264,62969
16384,79,81897,68532
16384,79,80788,65980
16384,79,80901,65810
16384,79,82200,68018
16384,79,80297,68979
16384,79,81320,65989
16384,79,81820,67978
16384,79,81744,66180
16384,79,80759,65806
16384,79,82801,67897
16384,79,80814,65997
16384,79,81337,66119
16384,79,82241,68350
16384,79,81503,66194
16384,79,80894,65561
16384,79,82329,67400
16384,79,81740,66538
16384,79,81326,65641
16384,79,82671,67594
16384,79,81679,66062
16384,80,81555,65988
16384,80,83242,67415
16384,80,81107,66042
16384,80,81066,65092
16384,80,82734,67337
16384,80,80954,65989
16384,80,80912,65667
16384,80,82591,67645
16384,80,80415,65704
16384,80,81487,66693
16384,80,81224,66839
16384,80,80894,65784
16384,80,81472,66277
16384,80,82269,67153
16384,80,80173,65557
16384,80,83218,66108
16384,80,81083,67598
16384,80,80972,69043
16384,80,81659,66184
16384,80,81721,66865
16384,81,81437,63881
16384,81,82692,64868
16384,81,82302,64091
16384,81,82017,63365
16384,81,83624,64943
16384,81,82057,63898
16384,81,81505,62999
16384,81,83606,65312
16384,81,81169,63617
16384,81,82873,64148
16384,81,82714,65398
16384,81,81917,63477
16384,81,82629,66679
16384,81,82467,65250
16384,81,81262,63678
16384,81,83172,64432
16384,81,82125,64148
16384,81,82685,63302
16384,81,82897,65192
16384,81,82484,64307
16384,82,81776,63692
16384,82,83681,65982
16384,82,80944,63477
16384,82,83706,64208
16384,82,81935,64826
16384,82,81607,63870
16384,82,82584,64591
16384,82,82509,63869
16384,82,81599,63364
16384,82,86860,66126
16384,82,81370,63673
16384,82,83537,63810
16384,82,82280,65009
16384,82,81620,63846
16384,82,82506,64405
16384,82,81637,64769
16384,82,82142,63362
16384,82,83593,65103
16384,82,82198,63694
16384,82,81891,65152
16384,83,82440,65626
16384,83,81471,63791
16384,83,83087,64737
16384,83,82106,64579
16384,83,82022,63247
16384,83,83120,65353
16384,83,81374,63877
16384,83,83164,63907
16384,83,82761,65042
16384,83,82475,63407
16384,83,83750,64925
16384,83,82342,63812
16384,83,82996,64242
16384,83,82627,65151
16384,83,81603,64202
16384,83,83259,64774
16384,83,85252,64073
16384,83,81979,63189
16384,83,83448,65723
16384,83,82096,63796
16384,84,83559,64846
16384,84,83537,65010
16384,84,82373,63168
16384,84,84846,66000
16384,84,82332,63753
16384,84,84189,64655
16384,84,83349,65058
16384,84,82921,63542
16384,84,84411,65274
16384,84,82767,63801
16384,84,83887,64267
16384,84,83464,65421
16384,84,82589,63109
16384,84,83951,65592
16384,84,81938,63396
16384,84,84290,64085
16384,84,82463,64584
16384,84,83520,64361
16384,84,83628,65432
16384,84,82632,64087
16384,85,83047,65457
16384,85,83531,64665
16384,85,81938,63085
16384,85,84559,65010
16384,85,81782,63429
16384,85,84009,65480
16384,85,82505,63517
16384,85,84888,64129
16384,85,83204,64633
16384,85,82328,63688
16384,85,83665,65389
16384,85,82294,63408
16384,85,83529,64117
16384,85,83089,64693
16384,85,81755,63662
16384,85,84086,65598
16384,85,82228,63468
16384,85,84744,65563
16384,85,81968,63539
16384,85,84309,64098
16384,86,83056,64933
16384,86,82060,63691
16384,86,83786,65195
16384,86,81878,63140
16384,86,83583,65120
16384,86,82297,63723
16384,86,84116,64246
16384,86,83514,65109
16384,86,81921,63347
16384,86,84341,65250
16384,86,84794,63672
16384,86,84016,65140
16384,86,82981,63324
16384,86,83810,63946
16384,86,82950,64835
16384,86,81942,64056
16384,86,84201,65328
16384,86,82194,63328
16384,86,84556,64638
16384,86,82630,63464
16384,87,84413,68138
16384,87,83048,67273
16384,87,82746,65969
16384,87,83932,67241
16384,87,83604,66438
16384,87,84188,67422
16384,87,82478,65754
16384,87,84426,67772
16384,87,83256,66198
16384,87,83315,66794
16384,87,83428,67095
16384,87,82493,67090
16384,87,84346,67310
16384,87,82634,65847
16384,87,84513,67964
16384,87,83420,66305
16384,87,84341,67645
16384,87,82821,66056
16384,87,83609,66424
16384,87,83779,67063
16384,88,85070,64110
16384,88,83874,64896
16384,88,82681,63058
16384,88,84549,65765
16384,88,82457,64131
16384,88,83860,65321
16384,88,82499,63160
16384,88,83979,65421
16384,88,82943,63283
16384,88,84528,65385
16384,88,82879,64010
16384,88,84053,85164
16384,88,84081,65233
16384,88,82735,64636
16384,88,84552,64863
16384,88,82770,63518
16384,88,85303,65636
16384,88,82894,63600
16384,88,84520,65117
16384,88,82470,63119
16384,89,85117,65653
16384,89,83136,64162
16384,89,84504,65287
16384,89,83114,63883
16384,89,84509,64196
16384,89,83533,64668
16384,89,84338,63974
16384,89,83502,65449
16384,89,83925,64486
16384,89,84953,65302
16384,89,83017,63400
16384,89,84657,65003
16384,89,82865,63905
16384,89,85210,65837
16384,89,83140,63805
16384,89,85062,65704
16384,89,82783,66497
16384,89,84397,65693
16384,89,82792,63855
16384,89,84923,65606
16384,90,83090,66227
16384,90,84171,67678
16384,90,83066,65756
16384,90,84415,67210
16384,90,82821,65815
16384,90,83451,67363
16384,90,82728,65986
16384,90,84192,67104
16384,90,82373,66364
16384,90,83952,66908
16384,90,82837,66521
16384,90,84725,66242
16384,90,82863,66890
16384,90,83957,65982
16384,90,82675,67278
16384,90,83915,66289
16384,90,85822,67314
16384,90,84111,66210
16384,90,83979,67976
16384,90,84772,66082
16384,91,84809,66012
16384,91,84766,64241
16384,91,84700,65266
16384,91,84759,63957
16384,91,84043,65384
16384,91,85020,64277
16384,91,84133,64812
16384,91,84662,64002
16384,91,84707,65299
16384,91,84678,64030
16384,91,84045,65019
16384,91,85052,64527
16384,91,84039,64755
16384,91,84507,64041
16384,91,83892,65078
16384,91,85062,63623
16384,91,84649,64795
16384,91,85223,64094
16384,91,84831,64743
16384,91,85088,63890
16384,92,84080,67487
16384,92,85361,67050
16384,92,83451,66152
16384,92,84722,67371
16384,92,83380,65865
16384,92,84760,67245
16384,92,82930,65948
16384,92,85714,68126
16384,92,83114,65766
16384,92,84854,67923
16384,92,82905,65656
16384,92,84663,68013
16384,92,83431,65700
16384,92,85372,68021
16384,92,83630,66074
16384,92,84996,68442
16384,92,83226,67362
16384,92,84367,67892
16384,92,85208,65886
16384,92,84031,67460
16384,93,85152,64775
16384,93,85683,66604
16384,93,85656,65139
16384,93,83047,64472
16384,93,86128,65628
16384,93,84089,64060
16384,93,85907,65411
16384,93,83699,67863
16384,93,86281,65487
16384,93,83432,63859
16384,93,84740,65334
16384,93,83269,63765
16384,93,85395,65821
16384,93,84794,64428
16384,93,86164,65781
16384,93,85512,63910
16384,93,84153,64824
16384,93,85482,65094
16384,93,83776,64568
16384,93,85382,65387
16384,94,85276,64873
16384,94,86265,66017
16384,94,84648,63962
16384,94,86169,66383
16384,94,84777,63955
16384,94,86503,66971
16384,94,86423,64782
16384,94,85344,65662
16384,94,85982,65189
16384,94,84978,64610
16384,94,86220,66249
16384,94,84880,64466
16384,94,85617,66126
16384,94,84639,64362
16384,94,86114,66531
16384,94,83825,64027
16384,94,88549,66198
16384,94,86104,64644
16384,94,85376,65276
16384,94,86508,65244
16384,95,83788,64374
16384,95,86025,69332
16384,95,83915,63500
16384,95,84867,66072
16384,95,83503,63311
16384,95,85107,65561
16384,95,84545,67195
16384,95,84230,64783
16384,95,85570,64997
16384,95,83397,63732
16384,95,86073,65848
16384,95,83404,66007
16384,95,85565,66022
16384,95,85820,64116
16384,95,84483,65672
16384,95,85616,64711
16384,95,86868,64309
16384,95,85556,65928
16384,95,84412,63945
16384,95,85929,66242
16384,96,83565,66052
16384,96,85575,65793
16384,96,85950,65537
16384,96,84237,64343
16384,96,85813,66246
16384,96,84061,63891
16384,96,85672,66151
16384,96,86273,64768
16384,96,85225,66139
16384,96,86260,65854
16384,96,84343,64236
16384,96,86340,66420
16384,96,83985,64058
16384,96,86111,66331
16384,96,84981,67116
16384,96,84303,65145
16384,96,85961,65818
16384,96,84140,64412
16384,96,86424,66307
16384,96,83867,63936
16384,97,85152,65650
16384,97,85945,65133
16384,97,84276,64327
16384,97,86310,65502
16384,97,83471,63705
16384,97,85910,65715
16384,97,85378,64411
16384,97,87271,64733
16384,97,86130,65527
16384,97,83933,63449
16384,97,86278,65636
16384,97,85510,63969
16384,97,84593,64730
16384,97,86018,65391
16384,97,84325,63418
16384,97,86143,65674
16384,97,85968,64370
16384,97,85156,65874
16384,97,86179,65327
16384,97,84120,63952
16384,98,86764,66239
16384,98,84354,64284
16384,98,85396,65940
16384,98,85788,68051
16384,98,84480,63530
16384,98,86982,65771
16384,98,86750,64231
16384,98,84973,64852
16384,98,85856,64936
16384,98,84590,63375
16384,98,85558,65755
16384,98,85546,64249
16384,98,84901,64598
16384,98,86365,65139
16384,98,84089,63674
16384,98,86675,65858
16384,98,85625,63972
16384,98,84891,64380
16384,98,86547,65194
16384,98,84414,63566
16384,99,87079,69608
16384,99,87157,67614
16384,99,84924,66599
16384,99,87001,68255
16384,99,86283,66737
16384,99,85206,68004
16384,99,86367,67841
16384,99,84164,66164
16384,99,86934,68477
16384,99,86876,67641
16384,99,85126,66232
16384,99,86795,68200
16384,99,87269,67146
16384,99,85203,67513
16384,99,87020,68380
16384,99,85252,67104
16384,99,86670,68502
16384,99,86228,67528
16384,99,84859,66768
16384,99,87334,68942
16384,100,87043,65265
16384,100,85006,65519
16384,100,86939,65323
16384,100,84281,64102
16384,100,86798,66010
16384,100,85496,65892
16384,100,84562,63835
16384,100,86555,66879
16384,100,85969,65025
16384,100,85126,64767
16384,100,87155,66256
16384,100,86741,65154
16384,100,84782,65527
16384,100,86295,65753
16384,100,84364,63972
16384,100,86547,66831
16384,100,86530,65465
16384,100,84402,64178
16384,100,86284,66588
16384,100,84977,65021

Median Slopes Analysis
========

Model:
Time ~=    36.96
    + r    0.001
    + t    0.175
              µs

Min Squares Analysis
========

Data points distribution:
    r     t   mean µs  sigma µs       %
    0   100     54.39      0.35    0.6%
  327   100     55.32      0.25    0.4%
  654   100     56.54     0.205    0.3%
  981   100      56.3     0.269    0.4%
 1308   100     57.08     0.202    0.3%
 1635   100     57.67     0.206    0.3%
 1962   100     58.27     0.237    0.4%
 2289   100     58.85     0.194    0.3%
 2616   100     59.63     0.169    0.2%
 2943   100     60.07     0.266    0.4%
 3270   100     60.79     0.087    0.1%
 3597   100     61.33     0.109    0.1%
 3924   100     61.81     0.227    0.3%
 4251   100     62.16     0.257    0.4%
 4578   100     62.43     0.209    0.3%
 4905   100     63.17     0.196    0.3%
 5232   100     64.17     0.263    0.4%
 5559   100     64.82     0.128    0.1%
 5886   100     65.67      0.21    0.3%
 6213   100     66.15     0.162    0.2%
 6540   100     66.67     0.293    0.4%
 6867   100     66.83     0.233    0.3%
 7194   100     68.24     0.367    0.5%
 7521   100     69.36      0.36    0.5%
 7848   100      69.6     0.299    0.4%
 8175   100     69.97     0.153    0.2%
 8502   100     70.94      0.28    0.3%
 8829   100     72.05      0.29    0.4%
 9156   100     72.29     0.365    0.5%
 9483   100     72.98     0.263    0.3%
 9810   100     73.74     0.394    0.5%
10137   100     73.75      0.24    0.3%
10464   100     75.05      0.51    0.6%
10791   100     75.62     0.338    0.4%
11118   100     75.82       0.4    0.5%
11445   100     76.65     0.404    0.5%
11772   100     76.78     0.322    0.4%
12099   100     77.64     0.389    0.5%
12426   100     78.02     0.504    0.6%
12753   100     78.45     0.419    0.5%
13080   100     79.13     0.411    0.5%
13407   100     79.75     0.305    0.3%
13734   100     80.59     0.536    0.6%
14061   100     80.93     0.442    0.5%
14388   100     81.85     0.501    0.6%
14715   100     82.63     0.369    0.4%
15042   100     83.51     0.259    0.3%
15369   100     83.65     0.374    0.4%
15696   100     84.14     0.341    0.4%
16023   100     84.81     0.467    0.5%
16350   100     85.45     0.411    0.4%
16384     1     67.93     0.071    0.1%
16384     2      68.1     0.123    0.1%
16384     3     68.45     0.105    0.1%
16384     4     68.75     0.112    0.1%
16384     5     68.91     0.113    0.1%
16384     6     68.36     0.108    0.1%
16384     7      69.2     0.084    0.1%
16384     8     69.32     0.101    0.1%
16384     9     69.49     0.051    0.0%
16384    10     69.22     0.089    0.1%
16384    11     70.51     0.122    0.1%
16384    12     69.87     0.129    0.1%
16384    13     70.44     0.095    0.1%
16384    14     70.34     0.094    0.1%
16384    15     70.94       0.1    0.1%
16384    16      70.7     0.112    0.1%
16384    17     71.12     0.059    0.0%
16384    18     71.08      0.13    0.1%
16384    19     71.48      0.11    0.1%
16384    20      71.9      0.13    0.1%
16384    21     71.51     0.122    0.1%
16384    22     71.32     0.084    0.1%
16384    23     71.74     0.114    0.1%
16384    24      71.4     0.111    0.1%
16384    25     72.32     0.072    0.0%
16384    26     72.68     0.076    0.1%
16384    27     72.94     0.114    0.1%
16384    28     72.81     0.101    0.1%
16384    29     72.72     0.056    0.0%
16384    30     73.15     0.078    0.1%
16384    31        73     0.136    0.1%
16384    32     73.32      0.08    0.1%
16384    33     74.21     0.201    0.2%
16384    34     73.75     0.069    0.0%
16384    35     73.93       0.1    0.1%
16384    36     73.92     0.096    0.1%
16384    37     74.16     0.099    0.1%
16384    38     74.28     0.061    0.0%
16384    39     74.74      0.09    0.1%
16384    40     74.02     0.099    0.1%
16384    41     75.31     0.083    0.1%
16384    42     75.02     0.098    0.1%
16384    43     75.26     0.065    0.0%
16384    44     74.94     0.064    0.0%
16384    45     75.35     0.111    0.1%
16384    46     75.57     0.077    0.1%
16384    47     76.55     0.061    0.0%
16384    48     75.91     0.084    0.1%
16384    49     76.35     0.099    0.1%
16384    50     76.66     0.152    0.1%
16384    51     75.99     0.098    0.1%
16384    52      76.6     0.077    0.1%
16384    53     76.81     0.152    0.1%
16384    54     77.09     0.109    0.1%
16384    55      77.4      0.13    0.1%
16384    56     77.39     0.104    0.1%
16384    57     77.69     0.069    0.0%
16384    58     77.27     0.121    0.1%
16384    59      77.5     0.116    0.1%
16384    60     77.97     0.129    0.1%
16384    61     78.37     0.169    0.2%
16384    62     78.36     0.319    0.4%
16384    63     78.54     0.127    0.1%
16384    64     78.24      0.16    0.2%
16384    65     79.58     0.205    0.2%
16384    66     78.83      0.21    0.2%
16384    67     79.53     0.224    0.2%
16384    68     79.33     0.249    0.3%
16384    69      80.4       0.2    0.2%
16384    70     80.03     0.229    0.2%
16384    71     80.35     0.299    0.3%
16384    72     80.78     0.305    0.3%
16384    73     80.95      0.24    0.2%
16384    74     80.83     0.235    0.2%
16384    75     81.27     0.306    0.3%
16384    76     80.87     0.219    0.2%
16384    77     81.07     0.381    0.4%
16384    78     81.33     0.262    0.3%
16384    79     81.52     0.291    0.3%
16384    80     81.33      0.26    0.3%
16384    81     82.41     0.259    0.3%
16384    82     82.14     0.312    0.3%
16384    83      82.6      0.36    0.4%
16384    84     83.32     0.389    0.4%
16384    85     83.12     0.558    0.6%
16384    86     83.26     0.534    0.6%
16384    87     83.55     0.321    0.3%
16384    88     83.58     0.608    0.7%
16384    89     83.96     0.562    0.6%
16384    90     83.65     0.464    0.5%
16384    91      84.7     0.088    0.1%
16384    92     84.19     0.526    0.6%
16384    93     85.03     0.538    0.6%
16384    94     85.71     0.429    0.5%
16384    95     84.99     0.526    0.6%
16384    96      85.2     0.662    0.7%
16384    97     85.57     0.476    0.5%
16384    98     85.48     0.446    0.5%
16384    99     86.36     0.622    0.7%
16384   100     85.87     0.629    0.7%

Quality and confidence:
param     error
r             0
t             0

Model:
Time ~=    36.57
    + r    0.002
    + t     0.18
              µs

