Pallet: "claims", Extrinsic: "eth_recover", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
i,extrinsic_time,storage_root_time
960,149204334,3623
960,149465105,3690
960,149293697,3616
960,149186227,3631
960,149247351,3627
960,149294986,3724
960,149098461,3574
980,151678584,3552
980,150779569,3682
980,150733237,3664
980,150692893,3592
980,151232550,3825
980,151022053,3627
980,150808965,3808
980,150701823,3561
980,150887612,3585
980,150579387,3533
980,150759927,3709
980,150998489,3788
980,150805160,3636
980,150939686,3761
980,150862538,3666
980,151609495,7928
980,150626698,3770
980,151040491,3787
980,150873118,3678
980,151035501,3597
1000,156785415,3725
1000,156340208,3663
1000,156380254,3889
1000,155886269,3710
1000,156113694,3812
1000,155886141,3544
1000,156029084,3616
1000,155885544,3559
1000,156004318,3618
1000,155891229,3607
1000,156141852,3828
1000,156004306,3682
1000,156016882,3795
1000,156168823,3679
1000,156183148,3515
1000,156077232,3731
1000,156093311,3737
1000,155805173,3676
1000,156003911,3662
1000,155767877,3640

Median Slopes Analysis
========

Model:
Time ~=    69.39
    + i      156
              µs

Min Squares Analysis
========

Data points distribution:
    i   mean µs  sigma µs       %
    0     0.829     0.014    1.6%
   20      3186      6.27    0.1%
   40      6238     13.57    0.2%
   60      9442     7.831    0.0%
   80     12490     14.43    0.1%
  100     15760     12.93    0.0%
  120     19020     13.95    0.0%
  140     22030     19.78    0.0%
  160     24830     20.09    0.0%
  180     28200     19.47    0.0%
  200     31290     30.42    0.0%
  220     34390     14.75    0.0%
  240     37300     40.68    0.1%
  260     40620     50.32    0.1%
  280     43820     54.51    0.1%
  300     46590        47    0.1%
  320     49980     28.95    0.0%
  340     53070     43.89    0.0%
  360     55990     23.76    0.0%
  380     59130     28.24    0.0%
  400     62530     61.57    0.0%
  420     65610     29.92    0.0%
  440     68350     22.84    0.0%
  460     72080     36.69    0.0%
  480     74980     25.14    0.0%
  500     78360     63.38    0.0%
  520     81430     30.45    0.0%
  540     84130      58.4    0.0%
  560     87360     90.09    0.1%
  580     91320      65.4    0.0%
  600     93840     56.41    0.0%
  620     96290     58.85    0.0%
  640    100200     49.83    0.0%
  660    103100     34.62    0.0%
  680    105300     44.65    0.0%
  700    109800     63.37    0.0%
  720    112400     65.41    0.0%
  740    115900     40.31    0.0%
  760    120200     49.96    0.0%
  780    121900     68.82    0.0%
  800    125900     38.07    0.0%
  820    126800     39.51    0.0%
  840    131700     82.18    0.0%
  860    133800     95.49    0.0%
  880    138300     87.41    0.0%
  900    139900     33.54    0.0%
  920    142300     82.28    0.0%
  940    146800     70.78    0.0%
  960    149200     58.49    0.0%
  980    150800      85.4    0.0%
 1000    156000     68.27    0.0%

Quality and confidence:
param     error
i         0.084

Model:
Time ~=    146.7
    + i    155.8
              µs

