Pallet: "timestamp", Extrinsic: "set", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
t,extrinsic_time,storage_root_time
80,8606,11358
80,8534,11483
80,8506,11457
80,8631,11395
80,8529,11483
80,8635,11621
80,8522,11309
80,8494,11393
80,8482,11426
80,8509,11507
80,8460,11516
80,8598,11418
80,8479,11407
80,8508,11412
80,8493,11594
80,8562,11558
81,8462,1521502
81,9642,12213
81,8757,11609
81,8533,11598
81,8524,11658
81,8463,11517
81,8560,11584
81,8581,11509
81,8487,11435
81,8440,11366
81,8797,11610
81,8595,11317
81,8729,11380
81,8643,11340
81,8519,11307
81,8581,11544
81,8596,11394
81,8508,11507
81,8564,11363
81,8487,11294
82,8568,11271
82,8621,11347
82,8559,11280
82,8424,11307
82,8597,11494
82,8595,11299
82,8455,11290
82,8577,11348
82,8542,11470
82,8559,11495
82,8516,11442
82,8635,11414
82,8454,11374
82,8536,11388
82,9053,11467
82,8527,11343
82,8494,11501
82,8622,11349
82,8493,11310
82,8710,11470
83,8573,11382
83,8519,11331
83,8567,11404
83,8576,11306
83,8656,11452
83,8705,11397
83,8684,11500
83,8578,11351
83,8506,11380
83,8598,11340
83,8527,11340
83,8546,11360
83,8631,11380
83,8618,11433
83,8563,11388
83,8479,11309
83,8447,11309
83,8453,11448
83,8344,11289
83,8414,11431
84,8380,11384
84,8349,11242
84,8414,11405
84,8356,11505
84,8398,11403
84,8496,11429
84,8487,11477
84,8550,11298
84,8495,11275
84,8536,11406
84,8418,11403
84,8536,11408
84,8987,11938
84,8625,11505
84,8509,11395
84,8654,11476
84,8566,11407
84,8496,11436
84,8623,11347
84,8555,11299
85,8569,11318
85,8428,11484
85,8548,11387
85,8519,11313
85,8453,11400
85,8580,11385
85,8621,11409
85,8539,11446
85,8416,11350
85,8509,11406
85,8360,11382
85,8595,11329
85,8502,11425
85,8630,11488
85,8589,11292
85,8530,11417
85,8472,11389
85,8658,11381
85,8652,11369
85,8422,11448
86,8605,11416
86,8454,11310
86,8404,11361
86,8604,11308
86,8490,11487
86,8508,11549
86,8535,11378
