Pallet: "democracy", Extrinsic: "enact_proposal_slash", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
b,extrinsic_time,storage_root_time
15369,99534,38563
15369,99123,38471
15369,100999,38438
15369,99455,38284
15369,101609,38455
15369,101782,38398
15369,99793,38158
15369,101402,38512
15369,102340,39282
15369,104219,39359
15369,102000,39359
15369,101899,39132
15369,104111,40039
15369,102748,39798
15369,104152,39261
15369,101604,39254
15369,104028,39315
15696,105516,39487
15696,103863,39263
15696,104646,42948
15696,103708,39985
15696,105200,39585
15696,101807,39331
15696,103068,39072
15696,102772,39026
15696,102897,38634
15696,127779,53562
15696,102903,46199
15696,102858,39394
15696,102651,39214
15696,101465,38467
15696,100854,38534
15696,117681,80581
15696,102824,38555
15696,100535,38850
15696,100611,38582
15696,102741,38950
16023,103829,38614
16023,101666,38522
16023,103886,39077
16023,103935,38442
16023,104518,38407
16023,102032,39247
16023,103935,38655
16023,101894,38773
16023,101809,39052
16023,101508,38903
16023,101926,38545
16023,103889,38666
16023,104175,38838
16023,103925,38571
16023,104183,62105
16023,103555,38679
16023,101730,39081
16023,103880,39033
16023,101878,38356
16023,104185,38369
16350,103463,38989
16350,105418,38402
16350,105084,38527
16350,104403,38490
16350,105268,38519
16350,133713,39373
16350,104729,38976
16350,104515,38217
16350,104794,38834
16350,105027,38853
16350,104897,38903
16350,104901,38462
16350,104524,38728
16350,105047,38377
16350,104698,38559
16350,105025,38824
16350,105265,39136
16350,104990,39132
16350,105303,39159
16350,105199,38895

Median Slopes Analysis
========

Model:
Time ~=    56.42
    + b    0.002
              µs

Min Squares Analysis
========

Data points distribution:
    b   mean µs  sigma µs       %
    0     26.97     0.165    0.6%
  327      56.9     0.212    0.3%
  654     57.33     0.073    0.1%
  981     59.04     0.161    0.2%
 1308     60.53     0.082    0.1%
 1635     61.11     0.141    0.2%
 1962     62.51      0.12    0.1%
 2289     63.14     0.141    0.2%
 2616     64.03     0.166    0.2%
 2943     65.13      0.17    0.2%
 3270     65.96     0.158    0.2%
 3597     67.48     0.162    0.2%
 3924     68.15     0.199    0.2%
 4251     69.04     0.097    0.1%
 4578     69.94     0.099    0.1%
 4905     70.69     0.132    0.1%
 5232     72.38     0.147    0.2%
 5559     72.92     0.111    0.1%
 5886     74.03     0.211    0.2%
 6213     74.91     0.107    0.1%
 6540     75.58     0.187    0.2%
 6867      76.5      0.13    0.1%
 7194     77.47     0.201    0.2%
 7521     78.48     0.219    0.2%
 7848     79.35     0.201    0.2%
 8175     80.98     0.192    0.2%
 8502     81.31     0.136    0.1%
 8829     82.75     0.176    0.2%
 9156     83.08     0.226    0.2%
 9483     84.38     0.093    0.1%
 9810     84.95     0.283    0.3%
10137     86.12     0.305    0.3%
10464     87.02     0.143    0.1%
10791     88.05     0.142    0.1%
11118     88.57      0.18    0.2%
11445     89.82     0.335    0.3%
11772     90.55     0.396    0.4%
12099     91.85     0.339    0.3%
12426      92.9     0.625    0.6%
12753     93.56      0.67    0.7%
13080     94.31     0.429    0.4%
13407     95.32      0.58    0.6%
13734     95.82     0.664    0.6%
14061     97.79      0.57    0.5%
14388     98.55     0.643    0.6%
14715     99.36     0.605    0.6%
15042     100.7     0.536    0.5%
15369     101.6     0.349    0.3%
15696       103     0.394    0.3%
16023     103.2     0.873    0.8%
16350     104.9     0.133    0.1%

Quality and confidence:
param     error
b             0

Model:
Time ~=    54.18
    + b    0.003
              µs

