Pallet: "identity", Extrinsic: "clear_identity", Lowest values: [], Highest values: [], Steps: [20], Repeat: 20
r,s,x,extrinsic_time,storage_root_time
50,97,100,864166,611431
50,97,100,852167,631386
50,97,100,857981,676893
50,97,100,845556,610763
50,97,100,847969,625005
50,97,100,847614,636023
50,100,1,704586,683490
50,100,1,674368,637312
50,100,1,741094,645940
50,100,1,721317,635057
50,100,1,723507,640467
50,100,1,677548,661422
50,100,1,732554,631615
50,100,1,685783,676687
50,100,1,688638,668868
50,100,1,688303,673862
50,100,1,715401,633848
50,100,1,715613,650803
50,100,1,687434,648502
50,100,1,821971,651843
50,100,1,690143,649644
50,100,1,714023,668962
50,100,1,741617,624984
50,100,1,683832,639002
50,100,1,683682,626585
50,100,1,696931,636766
50,100,5,691365,621513
50,100,5,714725,648642
50,100,5,695696,623328
50,100,5,758576,663085
50,100,5,697597,637460
50,100,5,745964,612913
50,100,5,692613,650471
50,100,5,699710,653032
50,100,5,697844,637721
50,100,5,704100,691569
50,100,5,694211,628126
50,100,5,764582,637458
50,100,5,822382,649973
50,100,5,696769,637686
50,100,5,709343,641074
50,100,5,729187,622246
50,100,5,714079,640066
50,100,5,697403,646231
50,100,5,692467,615533
50,100,5,695103,618870
50,100,9,691083,631013
50,100,9,705195,718509
50,100,9,696631,621983
50,100,9,725117,617742
50,100,9,695998,622298
50,100,9,679536,626096
50,100,9,705146,627994
50,100,9,696720,617852
50,100,9,805262,648657
50,100,9,701155,649266
50,100,9,718383,646497
50,100,9,700620,632475
50,100,9,704241,659728
50,100,9,726491,655682
50,100,9,698829,618813
50,100,9,705263,625799
50,100,9,719908,625646
50,100,9,735241,623221
50,100,9,704062,639750
50,100,9,696085,650601
50,100,13,726428,636677
50,100,13,702647,642708
50,100,13,730255,623314
50,100,13,727662,628839
50,100,13,724960,641541
50,100,13,708478,615839
50,100,13,758811,635469
50,100,13,720796,638237
50,100,13,702932,614559
50,100,13,708825,617087
50,100,13,725264,627062
50,100,13,705728,676898
50,100,13,739703,670955
50,100,13,732208,636107
50,100,13,737092,615902
50,100,13,723139,664616
50,100,13,709534,657652
50,100,13,698837,630523
50,100,13,703997,635740
50,100,13,708832,647834
50,100,17,740419,638920
50,100,17,763937,656446
50,100,17,710253,610886
50,100,17,720423,666854
50,100,17,784384,624453
50,100,17,725377,631824
50,100,17,718299,612787
50,100,17,701677,652080
50,100,17,700755,625891
50,100,17,725668,623955
50,100,17,722191,630760
50,100,17,735087,675637
50,100,17,817870,633505
50,100,17,717040,631325
50,100,17,707296,679559
50,100,17,752721,617574
50,100,17,786384,653623
50,100,17,709855,634054
50,100,17,708770,634064
50,100,17,731794,649311
50,100,21,715536,693173
50,100,21,740021,638643
50,100,21,739455,641784
50,100,21,731227,669660
50,100,21,748271,616039
50,100,21,761191,626546
50,100,21,776134,669797
50,100,21,788171,708634
50,100,21,774670,665505
50,100,21,736762,658089
50,100,21,733294,645064
50,100,21,719476,643576
50,100,21,729371,671745
50,100,21,790138,702845
50,100,21,731883,667919
50,100,21,732014,643816
50,100,21,726242,635930
50,100,21,719913,647751
50,100,21,721192,619407
50,100,21,719799,639837
50,100,25,769448,636109
50,100,25,719817,636101
50,100,25,718412,638854
50,100,25,753706,624174
50,100,25,743792,630016
50,100,25,737486,643278
50,100,25,848364,699622
