Pallet: "utility", Extrinsic: "as_multi_approve", Lowest values: [], Highest values: [], Steps: [20], Repeat: 20
s,z,extrinsic_time,storage_root_time
100,3500,144998,56777
100,3500,146636,56229
100,3500,157000,59612
100,3500,143051,57107
100,3500,241085,88185
100,3500,155114,62465
100,3500,147465,56645
100,3500,181745,88253
100,3500,142765,53278
100,3500,144547,54046
100,3500,145757,53514
100,3500,145505,52482
100,3500,142549,56163
100,3500,154315,60065
100,3500,144772,55936
100,3500,145474,55363
100,3500,156472,63952
100,3500,153774,61889
100,3500,146846,57099
100,3500,148435,54040
100,4000,146439,56488
100,4000,156318,56864
100,4000,162141,53709
100,4000,146323,57397
100,4000,149099,54154
100,4000,151300,54863
100,4000,144036,78453
100,4000,155320,56092
100,4000,157371,54809
100,4000,148552,53260
100,4000,140299,52493
100,4000,143667,52910
100,4000,179462,56671
100,4000,143500,53621
100,4000,149322,55563
100,4000,152946,55474
100,4000,171896,59044
100,4000,150898,55300
100,4000,145581,54515
100,4000,145279,54240
100,4500,148772,55339
100,4500,154938,57218
100,4500,145617,56740
100,4500,147322,54636
100,4500,146097,53844
100,4500,157399,60380
100,4500,154999,60360
100,4500,152176,57217
100,4500,153530,59391
100,4500,160124,58201
100,4500,152697,55765
100,4500,152678,55046
100,4500,148956,55646
100,4500,144612,52035
100,4500,148208,54138
100,4500,151935,54924
100,4500,184943,56395
100,4500,152086,53335
100,4500,145864,52800
100,4500,150296,54633
100,5000,161782,58927
100,5000,153998,57337
100,5000,155474,56269
100,5000,151773,54789
100,5000,150344,52906
100,5000,152717,80264
100,5000,162622,58516
100,5000,162201,55068
100,5000,157490,59935
100,5000,172605,57252
100,5000,151666,61146
100,5000,153100,57610
100,5000,148922,55350
100,5000,156905,55099
100,5000,147406,55184
100,5000,150595,55647
100,5000,229496,57560
100,5000,149752,55319
100,5000,150916,56026
100,5000,147790,54075
100,5500,155289,59817
100,5500,158795,59037
100,5500,148905,54285
100,5500,150622,54867
100,5500,153479,55045
100,5500,158103,57334
100,5500,147825,52619
100,5500,155081,56767
100,5500,148863,54793
100,5500,177323,60378
100,5500,181070,55965
100,5500,151725,53487
100,5500,159102,56595
100,5500,153290,53811
100,5500,147614,56053
100,5500,152698,54957
100,5500,150626,54161
100,5500,155463,55238
100,5500,151814,54831
100,5500,161762,55466
100,6000,153695,55598
100,6000,155960,53714
100,6000,150671,55503
100,6000,150853,53967
100,6000,150405,54421
100,6000,155381,53362
100,6000,159782,56149
100,6000,154231,59934
100,6000,153650,53769
100,6000,160934,53461
100,6000,156238,58848
100,6000,160397,58238
100,6000,148192,54258
100,6000,151650,53128
100,6000,152167,56341
100,6000,153389,53637
100,6000,176222,56040
100,6000,158651,55498
100,6000,154707,55402
100,6000,158454,56120
100,6500,149941,86993
100,6500,156820,55068
100,6500,262689,61408
