Pallet: "staking", Extrinsic: "new_era", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
v,n,extrinsic_time,storage_root_time
10,41,355854231,206946
10,41,356201773,209719
10,41,355323561,206199
10,41,355378051,206912
10,41,358105052,209028
10,41,356733721,209048
10,41,355263032,216132
10,41,355485258,208034
10,41,356758249,206340
10,41,366637433,212472
10,41,355802355,214745
10,41,356508831,209856
10,41,365534343,208135
10,41,356489631,206799
10,41,355169986,211158
10,41,357493165,206611
10,41,355770117,207323
10,41,357245395,209146
10,41,358678843,208737
10,41,355444186,213723
10,42,355509040,208623
10,42,356340318,208499
10,42,354899770,206501
10,42,355572361,207137
10,42,355298385,206213
10,42,365314605,208798
10,42,355516043,206337
10,42,366958238,208114
10,42,357524269,206569
10,42,365821895,206021
10,42,354363236,207287
10,42,356954687,207149
10,42,354790246,208053
10,42,355394781,207393
10,42,356333333,211270
10,42,356691707,206449
10,42,365332164,207446
10,42,365560354,219872
10,42,356817713,212056
10,42,355825037,206464
10,43,358710843,214219
10,43,370084869,212800
10,43,359674064,221212
10,43,359812240,209486
10,43,361171200,211066
10,43,359178919,210649
10,43,359256284,210428
10,43,361454273,209116
10,43,360262409,209090
10,43,360952231,213299
10,43,359591026,209689
10,43,359570835,208938
10,43,359208215,208829
10,43,359728466,212796
10,43,369150432,217305
10,43,359881399,211712
10,43,359825642,209715
10,43,360822062,209414
10,43,369749054,221989
10,43,359672845,211290
10,44,355800147,211993
10,44,355631335,210237
10,44,357055660,212973
10,44,356257615,211093
10,44,356310309,209079
10,44,356998277,217661
10,44,358363399,214976
10,44,356158629,211023
10,44,358323291,216358
10,44,357013125,215985
10,44,356007566,214274
10,44,357192610,209878
10,44,356369025,218369
10,44,356907041,219861
10,44,357471488,211426
10,44,356453892,219086
10,44,357282770,216682
10,44,356407434,212634
10,44,365961575,209651
10,44,358725538,226388
10,45,353523892,212808
10,45,352713352,216620
10,45,354141123,210314
10,45,353855941,215510
10,45,352552246,215658
10,45,353377011,211334
10,45,353472239,211129
10,45,354624899,216967
10,45,353102710,211356
10,45,353718283,215575
10,45,353460410,215536
10,45,353855490,211425
10,45,353750532,213838
10,45,353950502,212474
10,45,354549947,212005
10,45,354327540,214169
10,45,364516870,247574
10,45,354107125,209698
10,45,354231069,216088
10,45,354235594,213317
10,46,357870393,229566
10,46,358188975,217199
10,46,358277708,226279
10,46,358862466,217845
10,46,358578916,221497
10,46,358238101,222826
10,46,359701041,226654
10,46,368548538,219151
10,46,358186111,217073
10,46,357427403,217395
10,46,359480327,215359
10,46,358482752,216215
10,46,358007336,226184
10,46,358878628,219400
10,46,358764089,218391
10,46,358364536,214977
10,46,357975374,220328
10,46,360574907,215999
10,46,360461093,217426
10,46,358308249,219458
