Pallet: "collective", Extrinsic: "propose_proposed", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
m,p,b,extrinsic_time,storage_root_time
628,100,1024,171573,48345
628,100,1024,170048,48330
628,100,1024,174600,50018
628,100,1024,170436,48186
628,100,1024,171593,48663
628,100,1024,169913,48939
628,100,1024,172089,49138
628,100,1024,170447,48254
628,100,1024,169631,48536
628,100,1024,169891,48192
628,100,1024,173650,49148
628,100,1024,169410,48239
628,100,1024,170428,48452
628,100,1024,171331,48730
628,100,1024,170421,48446
628,100,1024,170641,48033
628,100,1024,170209,48391
628,100,1024,171649,48855
628,100,1024,170538,47888
647,100,1024,172893,47862
647,100,1024,173020,48372
647,100,1024,172785,48014
647,100,1024,172911,47752
647,100,1024,173940,49123
647,100,1024,173555,48329
647,100,1024,173868,48668
647,100,1024,172677,48571
647,100,1024,172809,47935
647,100,1024,172632,48626
647,100,1024,172983,48422
647,100,1024,173076,47776
647,100,1024,173091,48493
647,100,1024,173858,48499
647,100,1024,173255,48659
647,100,1024,173652,48328
647,100,1024,173228,48344
647,100,1024,173144,48350
647,100,1024,175468,48534
647,100,1024,173331,48602
666,100,1024,176725,48546
666,100,1024,176545,48319
666,100,1024,176060,48904
666,100,1024,177844,48740
666,100,1024,176239,48066
666,100,1024,179814,48429
666,100,1024,175751,48566
666,100,1024,176061,48299
666,100,1024,176445,48193
666,100,1024,176239,48537
666,100,1024,176072,48519
666,100,1024,176973,49083
666,100,1024,176926,49285
666,100,1024,176540,48799
666,100,1024,176467,48646
666,100,1024,176056,48326
666,100,1024,176447,48740
666,100,1024,176359,48737
666,100,1024,176637,48632
666,100,1024,176558,48809
685,100,1024,178171,47741
685,100,1024,178797,48491
685,100,1024,177906,48405
685,100,1024,178903,48830
685,100,1024,178529,49108
685,100,1024,179042,49352
685,100,1024,177418,48651
685,100,1024,178624,49003
685,100,1024,177843,48597
685,100,1024,180620,48871
685,100,1024,178839,48128
685,100,1024,181128,48546
685,100,1024,177598,48123
685,100,1024,178248,48281
685,100,1024,178265,48563
685,100,1024,178814,48769
685,100,1024,177662,48569
685,100,1024,178307,48719
685,100,1024,177676,48432
685,100,1024,178465,48371
704,100,1024,181472,48916
704,100,1024,182430,48419
704,100,1024,179934,48242
704,100,1024,180731,48791
704,100,1024,179591,48987
704,100,1024,179771,48993
704,100,1024,179327,48607
704,100,1024,179266,48628
704,100,1024,179149,47993
704,100,1024,180009,48458
704,100,1024,179189,48286
704,100,1024,179853,48321
704,100,1024,181554,49081
704,100,1024,179452,48906
704,100,1024,179411,48926
704,100,1024,181462,48813
704,100,1024,179230,47908
704,100,1024,178911,48343
704,100,1024,178942,48424
704,100,1024,179204,48224
723,100,1024,181889,49031
723,100,1024,182641,48661
723,100,1024,182204,48498
723,100,1024,182720,48521
723,100,1024,181997,48026
723,100,1024,182040,48205
723,100,1024,184948,48817
723,100,1024,182252,48713
723,100,1024,181735,48613
723,100,1024,182004,48373
723,100,1024,181650,48369
723,100,1024,188030,49299
723,100,1024,181481,48264
723,100,1024,185101,48806
723,100,1024,181851,48722
723,100,1024,181359,48544
723,100,1024,213032,48874
723,100,1024,182423,48425
723,100,1024,181714,48257
723,100,1024,182486,48701
742,100,1024,183187,48567
742,100,1024,183874,48014
742,100,1024,183595,48570
742,100,1024,183232,48338
742,100,1024,182887,48285
742,100,1024,183421,48433
742,100,1024,183236,48789
742,100,1024,186427,49468
742,100,1024,183166,48966
742,100,1024,182856,48720
742,100,1024,185765,48361
742,100,1024,183748,48520
742,100,1024,185501,49077
742,100,1024,183987,48470
742,100,1024,183417,48056
742,100,1024,183637,48243
742,100,1024,183321,48639
742,100,1024,181461,48520
742,100,1024,183345,48619
742,100,1024,184094,48435
761,100,1024,184933,48124
761,100,1024,185102,48556
761,100,1024,188220,48471
761,100,1024,188711,49166
761,100,1024,185136,48339
761,100,1024,185501,48647
761,100,1024,184548,48028
761,100,1024,185541,48470
761,100,1024,186422,48753
761,100,1024,182653,48150
761,100,1024,186887,48712
761,100,1024,182276,48217
761,100,1024,186081,48601
761,100,1024,185754,48456
761,100,1024,184127,48059
761,100,1024,187324,48338
761,100,1024,187374,48829
761,100,1024,185522,48173
761,100,1024,185019,48268
761,100,1024,189385,49131
780,100,1024,187125,47919
780,100,1024,187114,48251
780,100,1024,189005,48893
780,100,1024,187380,48526
780,100,1024,187244,47916
780,100,1024,187449,48205
780,100,1024,187589,48344
780,100,1024,187340,48249
780,100,1024,186587,48350
780,100,1024,187195,48455
780,100,1024,187962,48982
780,100,1024,187253,48927
780,100,1024,183440,48337
780,100,1024,186512,48401
780,100,1024,186794,48961
780,100,1024,187339,48337
780,100,1024,187623,47925
780,100,1024,186665,47756
780,100,1024,186858,48525
780,100,1024,187382,48776
799,100,1024,189271,48000
799,100,1024,189252,48360
799,100,1024,187992,48580
799,100,1024,188763,48589
799,100,1024,189356,48262
799,100,1024,189073,48915
799,100,1024,188576,48702
799,100,1024,186587,48624
799,100,1024,188780,48300
799,100,1024,188985,48526
799,100,1024,192494,48768
799,100,1024,188807,48725
799,100,1024,188369,48631
799,100,1024,189974,48553
