Pallet: "balances", Extrinsic: "transfer_keep_alive", Steps: 100, Repeat: 10
E,U,time
911,500,395000
920,500,392000
920,500,400000
920,500,384000
920,500,367000
920,500,400000
920,500,408000
920,500,504000
920,500,372000
920,500,392000
920,500,441000
929,500,396000
929,500,393000
929,500,396000
929,500,397000
929,500,398000
929,500,398000
929,500,386000
929,500,413000
929,500,390000
929,500,391000
938,500,377000
938,500,410000
938,500,422000
938,500,395000
938,500,399000
938,500,383000
938,500,407000
938,500,393000
938,500,390000
938,500,398000
947,500,393000
947,500,418000
947,500,465000
947,500,404000
947,500,395000
947,500,385000
947,500,396000
947,500,388000
947,500,402000
947,500,345000
956,500,407000
956,500,371000
956,500,386000
956,500,403000
956,500,430000
956,500,396000
956,500,384000
956,500,420000
956,500,392000
956,500,455000
965,500,400000
965,500,395000
965,500,400000
965,500,398000
965,500,397000
965,500,391000
965,500,400000
965,500,402000
965,500,403000
965,500,384000
974,500,387000
974,500,391000
974,500,406000
974,500,400000
974,500,390000
974,500,426000
974,500,395000
974,500,403000
974,500,379000
974,500,388000
983,500,391000
983,500,391000
983,500,384000
983,500,381000
983,500,382000
983,500,399000
983,500,430000
983,500,412000
983,500,394000
983,500,423000
501,1,391000
501,1,398000
501,1,383000
501,1,378000
501,1,420000
501,1,405000
501,1,397000
501,1,510000
501,1,379000
501,1,425000
501,10,357000
501,10,485000
501,10,635000
501,10,393000
501,10,404000
501,10,364000
501,10,425000
501,10,403000
501,10,580000
501,10,364000
501,19,379000
501,19,407000
501,19,392000
501,19,389000
501,19,396000
501,19,379000
501,19,388000
501,19,399000
501,19,394000
501,19,387000
501,28,372000
501,28,395000
501,28,393000
501,28,390000
501,28,385000
501,28,386000
501,28,403000
501,28,401000
501,28,386000
501,28,398000
501,37,403000
501,37,415000
501,37,388000
501,37,405000
501,37,398000
501,37,387000
501,37,383000
501,37,392000
501,37,390000
501,37,402000
501,46,379000
501,46,392000
501,46,396000
501,46,405000
501,46,379000
501,46,389000
501,46,431000
501,46,399000
501,46,399000
501,46,391000
501,55,370000
501,55,395000
501,55,385000
501,55,373000
501,55,395000
501,55,363000
501,55,385000
501,55,381000
501,55,408000
501,55,382000
501,64,398000
501,64,408000
501,64,381000
501,64,393000
501,64,409000
501,64,389000
501,64,402000
501,64,416000
501,64,386000
501,64,438000
501,73,400000
501,73,387000
501,73,413000
501,73,373000
501,73,401000
501,73,393000
501,73,396000
501,73,414000
501,73,400000
501,73,403000
501,82,389000
501,82,393000
501,82,426000
501,82,399000
501,82,391000
501,82,409000
501,82,427000
501,82,527000
501,82,357000
501,82,394000
501,91,397000
501,91,416000
501,91,382000
501,91,382000
501,91,365000
501,91,365000
501,91,440000
501,91,573000
501,91,386000
501,91,461000
501,100,381000
501,100,848000
501,100,533000
501,100,388000
501,100,379000
501,100,444000
501,100,474000
501,100,379000
501,100,396000
501,100,395000
501,109,387000
501,109,393000
501,109,384000
501,109,399000
501,109,425000
501,109,410000
501,109,401000
501,109,397000
501,109,400000
501,109,397000
501,118,395000
501,118,385000
501,118,416000
501,118,424000
501,118,379000
501,118,394000
501,118,423000
501,118,382000
501,118,390000
501,118,452000
501,127,393000
501,127,417000
501,127,517000
501,127,390000
501,127,390000
501,127,388000
501,127,398000
501,127,456000
501,127,512000
501,127,390000
501,136,455000
501,136,399000
501,136,392000
501,136,405000
501,136,397000
501,136,390000
501,136,393000
501,136,392000
501,136,399000
501,136,379000
501,145,382000
501,145,401000
501,145,395000
501,145,392000
501,145,393000
501,145,379000
501,145,443000
501,145,389000
501,145,394000
501,145,388000
501,154,398000
501,154,392000
501,154,422000
501,154,362000
501,154,373000
501,154,397000
501,154,386000
501,154,376000
501,154,408000
501,154,408000
501,163,399000
501,163,409000
501,163,383000
501,163,394000
501,163,406000
501,163,392000
501,163,431000
501,163,408000
501,163,403000
501,163,409000
501,172,384000
501,172,389000
501,172,392000
501,172,906000
501,172,432000
501,172,483000
501,172,393000
501,172,390000
501,172,391000
501,172,433000
501,181,372000
501,181,418000
501,181,384000
501,181,414000
501,181,381000
501,181,436000
501,181,383000
501,181,399000
501,181,385000
501,181,410000
501,190,372000
501,190,397000
501,190,409000
