Pallet: "pallet-identity", Extrinsic: "kill_identity", Steps: 10, Repeat: 100
R,S,X,time
8,50,37,831000
8,50,37,825000
8,50,37,827000
8,50,37,827000
8,50,37,815000
8,50,37,817000
8,50,37,817000
8,50,37,829000
8,50,37,830000
8,50,37,831000
8,50,37,827000
8,50,37,836000
8,50,37,815000
8,50,37,840000
8,50,37,830000
8,50,37,824000
8,50,37,857000
8,50,37,848000
8,50,37,852000
8,50,37,826000
8,50,37,822000
8,50,37,854000
8,50,37,847000
8,50,37,841000
8,50,37,844000
8,50,37,830000
8,50,37,823000
8,50,37,843000
8,50,37,820000
8,50,37,832000
8,50,37,829000
8,50,37,812000
8,50,37,830000
8,50,37,821000
8,50,37,859000
8,50,37,825000
8,50,37,841000
8,50,37,875000
8,50,37,839000
8,50,37,826000
8,50,37,942000
8,50,37,838000
8,50,37,817000
8,50,37,828000
8,50,37,824000
8,50,37,831000
8,50,37,849000
8,50,37,838000
8,50,37,846000
8,50,37,837000
8,50,37,836000
8,50,37,827000
8,50,37,829000
8,50,46,849000
8,50,46,834000
8,50,46,837000
8,50,46,895000
8,50,46,850000
8,50,46,844000
8,50,46,842000
8,50,46,845000
8,50,46,860000
8,50,46,938000
8,50,46,872000
8,50,46,834000
8,50,46,834000
8,50,46,843000
8,50,46,839000
8,50,46,845000
8,50,46,851000
8,50,46,857000
8,50,46,815000
8,50,46,862000
8,50,46,849000
8,50,46,843000
8,50,46,821000
8,50,46,889000
8,50,46,858000
8,50,46,870000
8,50,46,851000
8,50,46,869000
8,50,46,838000
8,50,46,854000
8,50,46,844000
8,50,46,877000
8,50,46,855000
8,50,46,852000
8,50,46,842000
8,50,46,836000
8,50,46,838000
8,50,46,848000
8,50,46,871000
8,50,46,837000
8,50,46,824000
8,50,46,834000
8,50,46,840000
8,50,46,846000
8,50,46,839000
8,50,46,855000
8,50,46,900000
8,50,46,842000
8,50,46,862000
8,50,46,889000
8,50,46,830000
8,50,46,849000
8,50,46,934000
8,50,46,836000
8,50,46,845000
8,50,46,838000
8,50,46,843000
8,50,46,820000
8,50,46,844000
8,50,46,831000
8,50,46,899000
8,50,46,850000
8,50,46,842000
8,50,46,851000
8,50,46,865000
8,50,46,858000
8,50,46,837000
8,50,46,834000
8,50,46,847000
8,50,46,850000
8,50,46,849000
8,50,46,841000
8,50,46,851000
8,50,46,845000
8,50,46,833000
8,50,46,1095000
8,50,46,843000
8,50,46,861000
8,50,46,857000
8,50,46,844000
8,50,46,934000
8,50,46,862000
8,50,46,845000
8,50,46,840000
8,50,46,828000
8,50,46,848000
8,50,46,842000
8,50,46,832000
8,50,46,1783000
8,50,46,850000
8,50,46,853000
8,50,46,849000
8,50,46,832000
8,50,46,843000
8,50,46,833000
8,50,46,841000
8,50,46,860000
8,50,46,848000
8,50,46,872000
8,50,46,843000
8,50,55,841000
8,50,55,942000
8,50,55,847000
8,50,55,895000
8,50,55,855000
8,50,55,861000
8,50,55,851000
8,50,55,862000
8,50,55,864000
8,50,55,863000
8,50,55,861000
8,50,55,854000
8,50,55,853000
8,50,55,865000
8,50,55,851000
8,50,55,870000
8,50,55,855000
8,50,55,888000
8,50,55,854000
8,50,55,848000
8,50,55,864000
8,50,55,879000
8,50,55,855000
8,50,55,857000
8,50,55,858000
8,50,55,857000
8,50,55,836000
8,50,55,883000
8,50,55,857000
8,50,55,853000
8,50,55,846000
8,50,55,844000
8,50,55,854000
8,50,55,878000
8,50,55,854000
8,50,55,857000
8,50,55,863000
8,50,55,867000
8,50,55,850000
8,50,55,849000
8,50,55,968000
8,50,55,859000
8,50,55,858000
8,50,55,858000
8,50,55,859000
8,50,55,840000
8,50,55,859000
8,50,55,841000
8,50,55,861000
8,50,55,869000
8,50,55,859000
8,50,55,852000
8,50,55,869000
8,50,55,869000
8,50,55,872000
8,50,55,864000
8,50,55,853000
8,50,55,879000
8,50,55,851000
8,50,55,866000
8,50,55,851000
8,50,55,868000
8,50,55,842000
8,50,55,871000
8,50,55,851000
8,50,55,854000
8,50,55,851000
8,50,55,875000
8,50,55,861000
8,50,55,850000
8,50,55,940000
8,50,55,834000
8,50,55,860000
8,50,55,1194000
8,50,55,878000
8,50,55,868000
8,50,55,859000
8,50,55,860000
8,50,55,1127000
8,50,55,849000
8,50,55,845000
8,50,55,847000
8,50,55,850000
8,50,55,856000
8,50,55,864000
8,50,55,863000
8,50,55,851000
8,50,55,852000
8,50,55,861000
8,50,55,856000
8,50,55,856000
8,50,55,836000
8,50,55,893000
8,50,55,864000
8,50,55,878000
8,50,55,838000
8,50,55,855000
8,50,55,861000
8,50,55,881000
8,50,55,856000
8,50,64,919000
8,50,64,877000
8,50,64,863000
8,50,64,869000
8,50,64,878000
8,50,64,894000
8,50,64,878000
8,50,64,875000
8,50,64,873000
8,50,64,862000
8,50,64,886000
8,50,64,864000
8,50,64,875000
8,50,64,874000
8,50,64,885000
8,50,64,874000
8,50,64,885000
8,50,64,872000
8,50,64,875000
8,50,64,878000
8,50,64,879000
8,50,64,876000
8,50,64,858000
8,50,64,876000
8,50,64,887000
8,50,64,867000
8,50,64,875000
8,50,64,872000
8,50,64,894000
8,50,64,887000
8,50,64,886000
8,50,64,895000
8,50,64,889000
8,50,64,872000
8,50,64,888000
8,50,64,876000
8,50,64,871000
8,50,64,872000
8,50,64,876000
8,50,64,871000
8,50,64,867000
8,50,64,872000
8,50,64,977000
8,50,64,987000
8,50,64,879000
8,50,64,871000
8,50,64,875000
8,50,64,876000
8,50,64,968000
8,50,64,869000
8,50,64,876000
8,50,64,878000
8,50,64,899000
8,50,64,867000
8,50,64,873000
8,50,64,873000
8,50,64,877000
8,50,64,875000
8,50,64,904000
8,50,64,881000
8,50,64,874000
8,50,64,912000
8,50,64,903000
8,50,64,878000
8,50,64,876000
8,50,64,861000
8,50,64,886000
8,50,64,878000
8,50,64,881000
8,50,64,879000
8,50,64,886000
8,50,64,889000
8,50,64,879000
8,50,64,875000
8,50,64,877000
8,50,64,884000
8,50,64,874000
8,50,64,874000
8,50,64,881000
8,50,64,869000
8,50,64,876000
8,50,64,893000
8,50,64,881000
8,50,64,877000
8,50,64,952000
8,50,64,870000
8,50,64,874000
8,50,64,878000
8,50,64,902000
8,50,64,869000
8,50,64,880000
8,50,64,875000
8,50,64,876000
8,50,64,889000
8,50,64,910000
8,50,64,883000
8,50,64,868000
8,50,64,875000
8,50,64,877000
8,50,64,879000
8,50,73,900000
8,50,73,921000
8,50,73,989000
8,50,73,908000
8,50,73,910000
8,50,73,910000
8,50,73,908000
8,50,73,926000
8,50,73,905000
8,50,73,918000
8,50,73,915000
8,50,73,908000
8,50,73,907000
8,50,73,921000
8,50,73,915000
8,50,73,908000
8,50,73,909000
8,50,73,929000
8,50,73,920000
8,50,73,896000
8,50,73,912000
8,50,73,942000
8,50,73,925000
8,50,73,906000
8,50,73,909000
8,50,73,919000
8,50,73,914000
8,50,73,910000
8,50,73,907000
8,50,73,910000
8,50,73,902000
8,50,73,929000
8,50,73,907000
8,50,73,927000
8,50,73,902000
8,50,73,971000
8,50,73,914000
8,50,73,917000
8,50,73,914000
8,50,73,925000
8,50,73,917000
8,50,73,913000
8,50,73,906000
8,50,73,902000
8,50,73,915000
8,50,73,915000
8,50,73,913000
8,50,73,912000
8,50,73,914000
8,50,73,905000
8,50,73,915000
8,50,73,916000
8,50,73,959000
8,50,73,941000
8,50,73,898000
8,50,73,896000
8,50,73,913000
8,50,73,907000
8,50,73,902000
8,50,73,917000
8,50,73,904000
8,50,73,951000
8,50,73,909000
8,50,73,953000
8,50,73,918000
8,50,73,908000
8,50,73,891000
8,50,73,943000
8,50,73,900000
8,50,73,891000
8,50,73,946000
8,50,73,919000
8,50,73,1244000
8,50,73,910000
8,50,73,895000
8,50,73,931000
8,50,73,898000
8,50,73,909000
8,50,73,915000
8,50,73,903000
8,50,73,902000
8,50,73,1009000
8,50,73,908000
8,50,73,921000
8,50,73,903000
8,50,73,909000
8,50,73,896000
8,50,73,911000
8,50,73,904000
8,50,73,899000
8,50,73,906000
8,50,73,929000
8,50,73,896000
8,50,73,908000
8,50,73,891000
8,50,73,919000
8,50,73,905000
8,50,73,916000
8,50,73,911000
8,50,73,923000
8,50,82,912000
8,50,82,884000
8,50,82,973000
8,50,82,953000
8,50,82,936000
8,50,82,893000
8,50,82,905000
8,50,82,883000
8,50,82,902000
8,50,82,919000
8,50,82,898000
8,50,82,899000
8,50,82,921000
8,50,82,904000
8,50,82,911000
8,50,82,904000
8,50,82,893000
8,50,82,910000
8,50,82,915000
8,50,82,888000
8,50,82,911000
8,50,82,1200000
8,50,82,908000
8,50,82,903000
8,50,82,907000
8,50,82,910000
8,50,82,921000
8,50,82,884000
8,50,82,907000
8,50,82,906000
8,50,82,911000
8,50,82,956000
8,50,82,907000
8,50,82,904000
8,50,82,910000
8,50,82,911000
8,50,82,892000
8,50,82,886000
8,50,82,909000
8,50,82,878000
8,50,82,899000
8,50,82,902000
8,50,82,917000
8,50,82,898000
8,50,82,897000
8,50,82,907000
8,50,82,902000
8,50,82,897000
8,50,82,902000
8,50,82,902000
8,50,82,901000
8,50,82,899000
8,50,82,921000
8,50,82,900000
8,50,82,908000
8,50,82,888000
8,50,82,916000
8,50,82,904000
8,50,82,902000
8,50,82,904000
8,50,82,903000
8,50,82,893000
8,50,82,889000
8,50,82,899000
8,50,82,898000
8,50,82,902000
8,50,82,902000
8,50,82,892000
8,50,82,902000
8,50,82,896000
8,50,82,897000
8,50,82,902000
8,50,82,919000
8,50,82,903000
8,50,82,899000
8,50,82,898000
8,50,82,893000
8,50,82,897000
8,50,82,911000
8,50,82,887000
8,50,82,919000
8,50,82,906000
8,50,82,899000
8,50,82,895000
8,50,82,908000
8,50,82,898000
8,50,82,904000
8,50,82,900000
8,50,82,956000
8,50,82,900000
8,50,82,902000
8,50,82,929000
8,50,82,900000
8,50,82,907000
8,50,82,910000
8,50,82,900000
8,50,82,903000
8,50,82,901000
8,50,82,899000
8,50,82,911000
8,50,91,1027000
8,50,91,919000
8,50,91,916000
8,50,91,916000
8,50,91,904000
8,50,91,922000
8,50,91,913000
8,50,91,914000
8,50,91,918000
8,50,91,903000
8,50,91,898000
8,50,91,921000
8,50,91,902000
8,50,91,912000
8,50,91,921000
8,50,91,939000
8,50,91,909000
8,50,91,924000
8,50,91,918000
8,50,91,939000
8,50,91,896000
8,50,91,908000
8,50,91,916000
8,50,91,912000
8,50,91,948000
8,50,91,922000
8,50,91,906000
8,50,91,939000
8,50,91,920000
8,50,91,920000
8,50,91,918000
8,50,91,964000
8,50,91,908000
8,50,91,913000
8,50,91,917000
8,50,91,913000
8,50,91,897000
8,50,91,915000
8,50,91,917000
8,50,91,908000
8,50,91,925000
8,50,91,911000
8,50,91,917000
8,50,91,913000
8,50,91,898000
8,50,91,916000
8,50,91,919000
8,50,91,897000
8,50,91,914000
8,50,91,910000
8,50,91,1000000
8,50,91,918000
8,50,91,936000
8,50,91,915000
8,50,91,927000
8,50,91,911000
8,50,91,917000
8,50,91,923000
8,50,91,908000
8,50,91,908000
8,50,91,911000
8,50,91,904000
8,50,91,906000
8,50,91,919000
8,50,91,910000
8,50,91,910000
8,50,91,896000
8,50,91,911000
8,50,91,908000
8,50,91,988000
8,50,91,910000
8,50,91,928000
8,50,91,903000
8,50,91,1026000
8,50,91,914000
8,50,91,915000
8,50,91,917000
8,50,91,919000
8,50,91,989000
8,50,91,921000
8,50,91,908000
8,50,91,911000
8,50,91,902000
8,50,91,936000
8,50,91,915000
8,50,91,903000
8,50,91,928000
8,50,91,923000
8,50,91,919000
8,50,91,914000
8,50,91,919000
8,50,91,911000
8,50,91,912000
8,50,91,917000
8,50,91,916000
8,50,91,909000
8,50,91,914000
8,50,91,920000
8,50,91,909000
8,50,91,920000
